x	y	num
10.3162	-11.7262	0
11.738	-11.3205	0
3.9225	-6.8102	0
6.2899	-6.4357	0
7.763	-6.8045	0
8.6996	-11.1409	0
4.7489	-5.1859	0
6.6329	-6.0399	0
7.2178	-6.2565	0
6.1196	-5.1958	0
11.4977	-12.2465	0
7.7401	-6.1735	0
5.804	-8.2476	0
6.4735	-10.0651	0
12.0578	-10.9217	0
7.2005	-9.2603	0
5.4077	-4.7951	0
7.2166	-9.0433	0
6.8528	-8.1641	0
7.6264	-7.8054	0
5.057	-5.5554	0
7.098	-9.1651	0
5.8684	-4.964	0
4.5224	-5.2582	0
7.2117	-9.1862	0
7.4038	-7.1549	0
14.2217	-14.4416	0
5.8317	-5.9871	0
9.9456	-13.3417	0
8.4053	-6.8228	0
8.3787	-6.2351	0
7.597	-8.1829	0
6.364	-8.2203	0
5.6321	-7.1369	0
4.5654	-5.0877	0
6.8255	-7.4529	0
6.0762	-8.2362	0
7.3032	-6.7697	0
10.4526	-8.3672	0
7.4575	-5.9683	0
10.6307	-10.1263	0
6.3794	-6.7786	0
6.1046	-5.7802	0
9.4298	-9.1305	0
5.2075	-7.1011	0
8.6621	-7.3494	0
7.3559	-5.903	0
5.0409	-4.7629	0
4.8273	-5.7954	0
4.868	-5.0879	0
10.377	-10.2972	0
4.924	-4.6997	0
10.2228	-10.5338	0
5.4657	-4.8353	0
8.2984	-5.3543	0
5.659	-8.1109	0
8.7871	-8.558	0
4.8569	-4.8113	0
10.0945	-7.5452	0
4.7721	-6.5338	0
8.8472	-12.1907	0
5.2381	-7.3865	0
4.582	-4.8836	0
6.6098	-4.8724	0
12.6719	-13.0576	0
5.9739	-8.3943	0
4.4676	-5.5931	0
13.3308	-11.0473	0
5.4863	-7.7357	0
7.5314	-9.2425	0
13.5856	-16.9587	0
8.1465	-7.4463	0
9.3018	-9.6413	0
7.3271	-5.744	0
4.46	-4.6442	0
6.1564	-5.7508	0
13.6179	-16.6657	0
6.0029	-5.9917	0
10.1338	-8.871	0
12.9221	-11.438	0
4.8895	-4.8312	0
10.2294	-9.9284	0
6.5451	-6.2987	0
8.3499	-7.2202	0
7.2218	-6.7754	0
10.8277	-10.4597	0
7.0646	-5.5795	0
5.0327	-6.3352	0
7.2515	-7.6376	0
5.892	-6.4102	0
9.2628	-5.0443	0
12.3574	-12.8189	0
5.2755	-5.8762	0
10.0465	-9.6492	0
4.7239	-5.058	0
8.051	-7.5165	0
7.0223	-8.9659	0
5.9947	-7.6685	0
5.4502	-7.3957	0
5.8797	-7.9752	0
5.7253	-7.1702	0
6.253	-6.2219	0
12.4405	-12.3049	0
12.5166	-13.8926	0
10.2774	-8.0109	0
5.8491	-6.3148	0
7.6221	-6.0091	0
8.4477	-9.665	0
6.2367	-9.4369	0
6.4744	-7.2866	0
6.9698	-6.0514	0
10.2933	-8.2677	0
8.0743	-9.2906	0
8.2737	-7.5603	0
12.5492	-11.6789	0
5.8084	-6.5672	0
12.5823	-14.5377	0
4.4373	-4.593	0
7.6506	-5.7449	0
12.3044	-12.8686	0
7.5442	-9.7617	0
6.1488	-6.9397	0
5.7889	-7.7336	0
5.395	-7.4231	0
7.2194	-7.8778	0
11.6372	-11.6986	0
5.6636	-5.8964	0
8.4837	-7.0585	0
9.2383	-8.4505	0
12.5557	-14.2233	0
12.4585	-11.8058	0
11.2586	-10.3403	0
12.4912	-11.2218	0
8.4264	-9.0593	0
10.765	-12.6044	0
7.7161	-6.6997	0
6.1541	-5.9175	0
6.4117	-4.471	0
5.7682	-5.554	0
7.7667	-6.8538	0
6.1251	-6.05	0
4.6889	-5.7212	0
8.3364	-7.1629	0
10.2622	-8.4538	0
12.3685	-8.8353	0
8.9382	-7.2853	0
6.8857	-7.3585	0
6.2664	-8.0575	0
7.9561	-8.3699	0
10.0228	-8.3055	0
6.6928	-7.4426	0
7.0402	-6.5783	0
6.0177	-6.5317	0
7.1128	-8.5198	0
8.4298	-6.9459	0
10.8421	-8.1675	0
6.9151	-8.4255	0
4.98	-4.8486	0
10.4377	-12.1016	0
9.0424	-8.3382	0
12.8742	-12.3026	0
9.8895	-7.0661	0
6.1255	-7.4398	0
6.4086	-2.1388	0
6.3383	-6.7133	0
8.7302	-8.2736	0
12.3122	-14.5134	0
6.689	-6.3058	0
8.8842	-7.1036	0
6.888	-7.1524	0
6.5796	-8.6745	0
5.0922	-5.5917	0
6.6135	-7.9105	0
6.9167	-6.7437	0
12.7665	-9.5505	0
5.6373	-7.1076	0
6.1833	-5.7775	0
8.4917	-7.6924	0
5.4456	-6.3082	0
8.5292	-9.0996	0
7.9544	-6.3978	0
8.4292	-7.5524	0
12.5658	-15.026	0
14.13	-16.7684	0
13.1557	-9.5548	0
9.453	-7.2738	0
9.1671	-7.9248	0
10.8923	-9.8319	0
3.6407	-5.8051	0
5.5422	-6.4059	0
6.6824	-5.8513	0
9.2953	-9.4865	0
7.4791	-9.6132	0
13.3497	-11.6151	0
10.3213	-10.5024	0
6.9005	-8.3465	0
11.7355	-10.962	0
10.0061	-8.2261	0
9.2969	-9.7618	0
9.6176	-7.8052	0
6.9474	-5.1107	0
5.8309	-6.0795	0
5.8689	-6.947	0
6.8552	-5.3914	0
5.3292	-6.7775	0
7.3306	-9.3379	0
5.7699	-7.8713	0
6.5329	-6.0991	0
14.7009	-15.2312	0
10.5388	-8.7328	0
5.6084	-6.6007	0
9.4755	-8.182	0
8.503	-8.7171	0
9.3617	-7.5453	0
7.4379	-8.2084	0
6.4822	-6.2243	0
10.166	-8.2086	0
4.5128	-5.4921	0
9.3346	-7.7983	0
7.0822	-6.3361	0
7.1906	-6.0853	0
7.0521	-7.5223	0
5.2313	-5.3832	0
5.1658	-5.5355	0
11.4532	-13.119	0
6.0435	-5.805	0
8.6454	-8.5037	0
9.2114	-9.0934	0
6.0944	-5.0964	0
8.0495	-7.3253	0
4.6796	-5.1277	0
7.2415	-8.7669	0
4.7375	-4.4903	0
7.3491	-5.9724	0
5.8385	-6.7193	0
7.2918	-6.3854	0
6.0735	-6.2132	0
7.3285	-6.0372	0
8.6112	-7.789	0
8.999	-10.6611	0
5.2789	-5.8302	0
6.8118	-6.2047	0
9.6713	-6.5999	0
7.6543	-5.8763	0
10.4766	-11.688	0
5.6709	-8.0348	0
9.7821	-6.3925	0
11.8423	-11.7699	0
10.3806	-10.0849	0
6.0011	-7.5031	0
8.1537	-8.2199	0
4.8152	-5.2561	0
8.3968	-8.6929	0
10.8029	-10.9765	0
5.722	-5.7385	0
10.704	-9.0386	0
7.572	-8.1938	0
10.8028	-11.4444	0
7.5688	-10.4674	0
5.5862	-3.7807	0
5.9091	-5.588	0
8.2895	-7.1937	0
14.0466	-17.1456	0
6.4034	-8.111	0
6.2844	-6.3129	0
10.4228	-7.173	0
12.8937	-14.5611	0
7.5051	-7.0562	0
4.8181	-4.9948	0
10.1087	-11.9911	0
7.4003	-6.7323	0
12.8569	-10.4537	0
10.3191	-13.6203	0
5.8108	-5.195	0
8.6183	-10.3285	0
10.5708	-11.4987	0
8.0639	-8.9971	0
9.3914	-6.8074	0
5.1061	-4.9732	0
12.2081	-12.9978	0
9.8792	-10.1703	0
5.0179	-6.0772	0
6.7671	-5.7076	0
6.3831	-6.5646	0
7.9513	-8.0591	0
7.6265	-7.82	0
4.8029	-5.4198	0
5.5816	-4.6079	0
5.7154	-5.1339	0
7.7883	-6.1689	0
8.7777	-8.9995	0
8.9755	-10.832	0
6.9426	-6.9343	0
7.6944	-9.1395	0
8.0044	-9.1662	0
7.5557	-6.0881	0
5.6143	-7.1778	0
5.7299	-5.6703	0
6.7443	-6.0637	0
6.6886	-7.1594	0
5.5732	-5.8432	0
10.3314	-12.7158	0
9.4008	-7.5558	0
10.8903	-13.1835	0
6.6841	-7.9938	0
12.3587	-9.4072	0
9.0758	-7.6372	0
5.3462	-6.2759	0
8.8908	-9.5751	0
6.033	-6.0006	0
10.2844	-6.5458	0
10.6099	-11.277	0
9.3354	-10.4173	0
8.5386	-8.5927	0
11.0976	-10.713	0
7.0124	-9.6871	0
9.1446	-7.0433	0
10.7334	-10.3478	0
8.6613	-11.8266	0
5.7602	-7.5463	0
9.2665	-7.2318	0
8.9211	-6.2822	0
10.9734	-9.4977	0
8.9066	-7.4952	0
5.2995	-3.6045	0
9.6256	-7.7284	0
8.7446	-8.1749	0
5.1961	-5.3469	0
7.2407	-6.5385	0
5.4759	-6.2296	0
7.1734	-5.8669	0
5.0085	-5.6345	0
5.182	-5.1391	0
9.8922	-9.4131	0
13.0525	-11.39	0
5.3577	-5.5211	0
12.4741	-11.4287	0
6.3143	-8.8236	0
6.2908	-6.2386	0
5.2518	-6.0245	0
12.1804	-12.1761	0
11.0596	-12.2243	0
4.8599	-5.4179	0
6.0835	-5.687	0
10.8352	-8.1057	0
10.3838	-12.4663	0
7.9447	-8.0742	0
5.5601	-6.7343	0
4.3881	-4.9228	0
5.231	-4.9811	0
4.6712	-5.3394	0
14.3813	-16.9044	0
5.3513	-6.0038	0
5.0537	-5.2748	0
9.6994	-11.675	0
7.4376	-8.1823	0
7.4108	-6.2427	0
11.2087	-12.735	0
7.2833	-6.8524	0
12.3158	-11.2827	0
4.8196	-4.7977	0
6.6023	-6.7194	0
7.7781	-9.7652	0
9.1969	-7.5552	0
4.8143	-4.6657	0
9.5283	-11.6497	0
12.2708	-14.3475	0
6.6657	-7.049	0
8.2026	-10.217	0
11.4947	-7.7424	0
6.5537	-6.1958	0
5.1179	-4.7284	0
6.5149	-5.4027	0
6.0147	-8.3314	0
6.4951	-7.619	0
8.8722	-9.5286	0
5.4609	-6.4237	0
5.373	-5.8944	0
12.5727	-13.7125	0
8.8179	-9.9579	0
5.5326	-5.5576	0
11.1291	-9.707	0
9.3143	-10.884	0
4.3324	-4.3979	0
6.7466	-7.6241	0
9.0314	-8.6977	0
8.3937	-9.4434	0
8.8451	-7.0168	0
8.696	-7.3789	0
6.1419	-5.717	0
10.0424	-11.3638	0
9.5198	-11.1246	0
6.1075	-5.2707	0
7.1147	-7.9544	0
8.753	-8.0717	0
5.9741	-6.4543	0
12.4138	-13.5294	0
11.109	-10.0114	0
5.3623	-6.221	0
10.5751	-10.489	0
6.37	-6.6036	0
4.6464	-5.9826	0
6.7714	-8.2574	0
9.2663	-6.3903	0
5.8394	-6.9085	0
6.0979	-6.4018	0
6.6138	-5.7995	0
8.0579	-6.7561	0
8.5416	-9.5142	0
8.7925	-9.0887	0
10.8613	-9.9742	0
12.4589	-15.8363	0
9.5342	-8.1948	0
9.0091	-7.2567	0
6.2319	-7.2804	0
4.8488	-5.5283	0
8.901	-7.0568	0
5.5179	-6.0133	0
4.5386	-6.5332	0
9.2862	-9.124	0
9.0144	-11.9048	0
6.4646	-5.2966	0
5.4817	-5.0076	0
7.2043	-7.9306	0
6.4834	-6.8747	0
7.283	-7.6267	0
5.9098	-7.268	0
8.3373	-8.3328	0
6.5507	-9.3686	0
5.1321	-5.3811	0
8.5859	-10.1398	0
8.7296	-7.72	0
5.0379	-5.015	0
5.7479	-5.7359	0
6.6244	-4.6614	0
4.8827	-4.7944	0
6.5174	-6.73	0
7.1712	-6.5618	0
7.4289	-7.34	0
6.6123	-6.6381	0
11.1551	-11.4789	0
10.7564	-7.4682	0
10.2391	-9.9394	0
10.5202	-12.6138	0
8.0512	-9.6781	0
10.9906	-9.4267	0
10.3271	-9.6486	0
5.6147	-4.9435	0
7.7119	-8.3845	0
10.4887	-6.9074	0
9.279	-9.1029	0
10.319	-8.8716	0
9.2207	-7.0754	0
7.0506	-8.4663	0
5.858	-9.1172	0
11.499	-10.1507	0
13.1507	-12.9779	0
11.3243	-12.0277	0
7.9593	-6.6142	0
10.6886	-9.0967	0
5.5459	-5.0402	0
8.3978	-9.3002	0
4.397	-5.197	0
5.1674	-4.7844	0
6.2243	-7.2972	0
6.1434	-6.6552	0
5.7261	-6.8311	0
4.5624	-4.8522	0
6.6431	-8.8982	0
6.091	-6.158	0
5.6805	-6.7045	0
9.0613	-8.3407	0
6.1747	-3.8575	0
5.8151	-7.8555	0
6.5138	-6.4384	0
5.97	-7.3792	0
4.7072	-4.2747	0
7.6373	-7.6302	0
8.0605	-7.531	0
5.4399	-7.3866	0
9.5081	-8.3357	0
6.454	-8.2781	0
8.4472	-6.3084	0
7.1058	-6.8732	0
9.3965	-10.0533	0
7.4991	-8.654	0
11.3688	-9.5115	0
7.8452	-10.0263	0
5.8704	-8.2996	0
5.0876	1.3266	1
7.9105	0.0207	1
4.9289	1.2599	1
7.2009	-2.1234	1
7.0608	1.6435	1
4.9957	1.4832	1
5.0534	2.4832	1
4.2894	2.0103	1
6.1803	2.0278	1
6.2149	1.8526	1
7.4848	1.1245	1
5.2429	1.1162	1
4.5668	1.9243	1
5.7664	1.6599	1
4.7895	0.8352	1
4.5032	1.446	1
5.026	1.3079	1
5.8236	2.0021	1
6.7473	0.781	1
4.1797	1.446	1
4.1824	2.0214	1
5.6149	0.1496	1
7.4872	0.6946	1
6.1256	1.9925	1
4.2081	0.3578	1
6.2356	1.0034	1
5.2233	0.974	1
7.9655	1.5732	1
5.2635	1.9107	1
5.3519	1.9045	1
5.8997	2.1782	1
6.541	1.2018	1
6.8727	0.6266	1
5.3551	1.0897	1
5.355	1.7572	1
6.7686	1.1087	1
5.0445	1.2441	1
6.4578	0.8244	1
7.6409	-1.553	1
7.4257	0.2848	1
5.7597	2.2572	1
4.2596	1.126	1
5.1122	1.0879	1
5.9312	0.3249	1
4.7238	1.9121	1
5.2518	1.4333	1
5.0455	1.7293	1
6.7877	2.9474	1
7.5792	0.3513	1
6.4284	0.9027	1
4.4008	1.6678	1
5.6376	1.4252	1
5.2991	1.214	1
4.7837	1.5072	1
1.0652	-0.2576	1
3.289	1.846	1
5.6023	0.2935	1
6.3781	0.9708	1
5.4236	1.3425	1
5.9093	0.3497	1
4.9947	2.5565	1
7.5266	1.7032	1
6.0021	1.25	1
7.5438	1.2363	1
5.2115	1.7196	1
5.8211	0.967	1
8.9115	-2.1757	1
5.3901	2.2679	1
3.6145	1.7785	1
5.8268	1.0897	1
8.6326	-0.8017	1
4.3024	2.0158	1
4.7258	1.8815	1
5.0937	2.0188	1
5.1467	1.396	1
4.7353	3.2441	1
8.036	-1.3108	1
4.0978	1.8653	1
6.799	0.6599	1
5.637	0.6045	1
4.9875	0.1487	1
5.4408	0.8744	1
5.9138	1.6014	1
9.1959	1.2041	1
4.8776	1.6238	1
5.2616	1.0702	1
4.8801	2.0164	1
6.9663	0.5955	1
4.1309	1.8917	1
7.2222	0.1946	1
8.3388	-0.561	1
6.1264	0.1376	1
5.3081	1.663	1
6.7585	2.2953	1
5.023	1.8808	1
5.9768	3.238	1
6.3967	1.3138	1
3.6931	1.8264	1
