5337,406.8181906
5039,406.7038176
5326,406.6009624
5724,406.1566128
5626,406.1449789
5408,406.1071871
5825,405.8136645
5872,405.2545676
5282,405.1515674
5723,404.9735865
5069,404.8431635
5611,404.8001076
5690,404.5098737
5196,404.1830323
5081,404.1727432
5818,404.0122358
5188,403.8443583
5165,403.8224397
5501,403.8083875
5839,403.739791
5468,403.6479471
5498,403.1864787
5031,403.0817347
5236,402.9810456
5562,402.9533939
5597,402.9261364
5811,402.9030692
5989,402.8941276
5291,402.853343
5262,402.697263
5616,402.4707449
5938,402.4248481
5615,402.3073752
5571,402.0219255
5230,401.8930716
5848,401.8606609
5012,401.4321335
5388,401.404012
5794,401.3944392
5325,401.3719243
5346,401.2696258
5903,401.2591386
5429,401.2290626
5378,401.07919
5256,401.0737299
5050,401.0685895
5664,400.8067287
5382,400.7847685
5463,400.5966756
5895,400.5324873
5237,400.520331
5949,400.3796313
5303,400.3465409
5484,400.29256
5713,400.2784767
5846,400.2174568
5967,400.2162532
5206,399.9337137
5413,399.7787134
5694,399.7370888
5762,399.4677707
5345,399.2506465
5372,399.1322649
5576,399.1089358
5729,398.7879397
5329,398.6269746
5726,398.4895789
5513,398.3963406
5958,398.3877294
5389,398.0877768
5621,398.05318
5443,398.0343072
5471,397.9693489
5162,397.7118137
5151,397.5110849
5993,397.1048285
5586,396.839841
5025,396.8393248
5774,396.7132876
5075,396.3054192
5877,396.1868561
5678,396.1616905
5525,395.9048732
5743,395.8012191
5386,395.2727798
5034,395.0865259
5594,395.0263387
5550,394.8712935
5053,394.8604336
5267,394.7709443
5651,394.2267029
5835,394.131762
5509,393.9611734
5499,393.9533561
5799,393.8897579
5947,393.7263023
5360,393.6098556
5103,393.5806173
5765,393.5650848
5686,393.5177016
5649,393.4537961
5401,393.0105628
5683,392.9803465
5802,392.8485985
5171,392.1969853
5607,392.1572703
5024,392.0912802
5043,391.7482826
5023,391.4444798
5754,391.4218412
5393,391.3822094
5505,391.2508641
5599,391.2489403
5888,391.1336593
5121,391.0291039
5342,391.0235546
5922,390.7353556
5479,390.4442331
5330,390.4084745
5064,390.0556352
5307,390.0051977
5433,389.6480616
5481,389.6005788
5797,389.4863633
5368,389.1586929
5857,388.3369441
5583,388.0733534
5142,387.8948681
5986,387.8562073
5982,387.6617947
5917,387.3067724
5531,386.9895581
5224,386.9825336
5561,386.2824769
5289,386.1183256
5438,385.8497598
5961,385.7719944
5032,385.6248442
5136,385.369586
5410,385.2736737
5461,385.090018
5187,384.7597523
5677,384.6200679
5960,384.5705191
5527,384.2839565
5699,384.274876
5343,384.1826864
5114,384.0023455
5790,383.9310631
5681,383.6444611
5042,383.5084094
5404,383.2127653
5650,383.1851148
5427,383.0335112
5109,383.007839
5841,382.9073502
5189,382.8080672
5514,382.5688589
5828,382.4224254
5204,382.3257377
5629,382.2453232
5272,381.2377292
5580,380.6947981
5318,380.6695796
5444,380.3270371
5456,380.2989903
5502,380.0878982
5286,379.6368249
5600,379.1767016
5181,378.2859054
5449,378.217315
5349,377.8694947
5886,377.7705097
5584,377.5000381
5235,377.263519
5659,376.6976579
5352,376.3713709
5139,376.1310733
5834,375.6944627
5131,375.6846408
5786,375.4378091
5304,375.3583929
5373,375.3065636
5842,375.0964205
5637,375.075946
5232,375.0351967
5522,374.9897759
5717,374.8851378
5263,374.5153489
5354,374.4850326
5414,374.4369393
5177,374.3840573
5564,374.1226064
5634,373.8453053
5899,373.7972825
5784,373.7334421
5804,373.6950378
5134,373.6084634
5041,373.3773463
5145,373.3736077
5819,373.2130431
5544,373.0401368
5570,372.8820345
5381,372.0377567
5193,372.0262539
5375,371.4858624
5517,371.199702
5787,371.0363547
5122,371.0259536
5149,370.9951278
5197,370.9797473
5228,370.7504651
5507,370.4324238
5407,369.487357
5451,369.2044109
5033,369.0145721
5992,368.7115145
5170,368.702028
5821,368.4306432
5148,368.2631647
5601,368.0117784
5780,367.9224023
5319,367.9195186
5115,367.8973867
5855,367.5376591
5164,367.3091011
5238,366.7205706
5652,366.2206263
5156,365.818567
5670,365.5690344
5778,365.1434579
5356,365.087148
5140,365.0254522
5254,364.2327712
5434,364.1441447
5077,364.1339024
5276,364.0301927
5351,363.8721421
5832,363.8583655
5309,363.3071406
5705,362.6189101
5045,362.1051972
5265,361.9865033
5223,361.9101399
5610,361.6432215
5203,361.2500447
5292,360.7849899
5918,360.4249839
5168,360.3170856
5865,360.0507715
5779,359.9515699
5054,359.6800434
5934,359.6373248
5845,359.3347233
5086,359.2367211
5353,359.0691464
5824,359.016822
5697,358.6252139
5169,357.8756737
5730,357.7635823
5906,357.3336925
5898,356.5281081
5287,356.5191088
5892,356.1674303
5110,356.1386987
5130,355.9423189
5009,354.8737544
5736,353.7618959
5217,353.4443362
5996,353.3638613
5093,353.1380957
5022,353.1292646
5157,353.1070281
5302,351.9743565
5803,351.6135108
5153,351.4440104
5657,351.1547173
5436,351.0751913
5964,350.9016376
5013,350.4502583
5551,350.3256397
5568,349.9818772
5572,349.8558515
5921,349.7020509
5067,349.5845905
5673,349.2225602
5400,347.8174411
5212,347.3757531
5908,346.6740576
5815,346.4122126
5220,346.3389231
5628,346.1698397
5833,345.6234621
5648,345.3370383
5474,344.9069007
5250,344.6670228
5566,344.6384613
5295,344.4658541
5884,344.0717984
5932,343.88041
5118,343.6296073
5266,343.5895549
5608,343.1337771
5981,342.7743377
5534,342.2858283
5242,341.8981527
5614,341.6308143
5567,341.3485413
5563,341.1222231
5384,341.0211923
5807,340.7939904
5424,340.3180392
5861,339.5394198
5215,339.4487773
5300,339.3173023
5795,339.230864
5194,338.8654684
5437,338.239352
5030,338.2327986
5253,338.1346558
5944,338.076474
5549,337.7176577
5781,337.6541344
5108,337.3460382
5962,337.0496545
5555,336.5379986
5682,335.9916615
5871,333.9295241
5106,333.7620571
5446,333.6893808
5070,333.5980718
5721,333.5873806
5647,333.5642085
5219,332.4345522
5639,332.4262099
5084,331.6009915
5323,331.1064882
5547,330.8119362
5665,330.7724718
5975,330.1650755
5976,329.6650296
5631,329.6573424
5511,329.0604549
5533,328.6423249
5120,328.6135694
5669,328.2156692
5247,328.1069241
5506,327.6972816
5836,327.4277026
5810,327.3537274
5480,326.1112441
5526,325.7694241
5462,325.5223374
5720,324.999074
5920,324.2259245
5748,324.1370616
5214,324.0003541
5728,322.6915474
5592,321.1559951
5405,320.9646183
5535,320.5713087
5587,320.4166672
5725,320.0463099
5856,319.9742796
5595,319.0132066
5613,318.822924
5017,318.6022162
5933,318.3740026
5370,318.1209782
5060,317.8654503
5636,317.5497794
5692,317.2709705
5773,317.2484383
5005,317.0256444
5753,316.9999578
5015,316.9735266
5179,316.5521398
5983,316.4165836
5239,316.0219205
5808,315.919789
5796,315.1522736
5662,315.0076134
5575,314.6589593
5847,314.2667639
5322,313.8974858
5914,313.8265328
5441,313.7594376
5926,313.2483681
5415,312.8693409
5475,312.7684374
5837,312.7425726
5294,312.353632
5684,311.5788158
5340,311.0311978
5955,310.6985631
5454,310.4685119
5056,310.2425486
5333,309.6124884
5541,309.4499357
5348,309.1216254
5051,307.3904059
5306,306.688934
5538,305.8350023
5385,305.773458
5210,305.1157007
5422,305.1104668
5771,304.4095448
5820,304.0942208
5883,303.6296695
5816,302.7567656
5558,300.362374
5957,300.2510488
5453,300.0758046
5398,299.4261872
5980,299.4044184
5866,299.3453064
5048,298.9821467
5344,298.8061725
5470,298.6051532
5057,298.427104
5380,297.4815201
5361,297.0647537
5088,296.6254267
5633,296.563653
5927,296.5521105
5391,296.1749864
5241,295.8511255
5750,295.7772422
5146,295.3627067
5553,293.9934361
5260,293.8238081
5776,293.6560661
5731,293.3375878
5095,291.5791008
5759,291.4792327
5044,291.4116179
5772,291.0673285
5091,289.8050562
5879,289.535371
5083,289.2502176
5936,288.6795128
5654,288.6390462
5668,287.6768723
5417,286.8589425
5751,286.773226
5859,286.3407678
5593,284.3431815
5880,284.2182568
5653,284.0978158
5782,283.915083
4290,282.0365457
4369,281.9069761
4770,281.800977
4618,281.7560589
5211,281.7404857
4161,281.6956175
4961,281.4918649
4385,281.3332485
4906,281.2548604
4542,281.0833821
5014,280.5778461
4776,280.4513257
4502,280.3271729
4577,280.0568118
4470,280.0552191
4124,280.0124885
4114,279.8685301
5740,279.6442169
5102,279.5196571
5977,279.3308644
5338,279.2308822
5923,279.0329792
4352,278.9794591
4226,278.9614339
5937,278.846549
5969,278.7968816
5377,278.5906839
5510,278.2196765
4030,277.9278601
