,gamma
1663,12.861120704116399
1203,12.848855601884571
5534,12.847958998330196
3663,12.847067604588906
3815,12.841527259382019
1080,12.838587543208215
1463,12.836520057306585
3968,12.835628207794041
4376,12.833223324616672
3157,12.831198659721467
2827,12.82299891487911
745,12.822588364400326
1423,12.819325072581321
1882,12.81810946565749
1571,12.814832933300414
1342,12.814527633014837
2931,12.813624073443307
2487,12.811458467935111
1486,12.806872729692591
5964,12.80533089747959
4391,12.804848450491075
3074,12.797498131618514
5108,12.796400293338857
5341,12.792634690669813
1259,12.79195486178071
2724,12.787835870261256
1835,12.770971288761261
4935,12.770381696496475
2368,12.766264133049242
5364,12.761988405087047
1661,12.74570821435172
5045,12.73985939880593
1873,12.733977600407137
2855,12.732923117252554
1069,12.722450004617126
2079,12.719695343571843
4074,12.713035052762677
2132,12.70911227651049
1450,12.702932702711038
1180,12.702924074963644
3228,12.701340130638638
2380,12.688387465269809
3009,12.682741108498465
2910,12.682540858519303
3270,12.678161981783663
1455,12.674675135482818
2130,12.674540584562731
1752,12.673991975461448
5759,12.66864921232506
1384,12.667509235607431
1828,12.660448615686333
4906,12.659306136469969
1424,12.655386521181978
2409,12.649807295150474
2167,12.645962807245242
3424,12.64234643389042
5489,12.636140129961435
1379,12.631295761248712
3265,12.622455449161123
3006,12.619938748108442
3872,12.615948537995443
3319,12.609939753927602
1354,12.604607197925093
5769,12.601108069872339
2310,12.599573020269583
3185,12.589000743336575
2687,12.57796302768354
841,12.574035229944172
4980,12.567903103835667
3929,12.567702396391265
4044,12.56736579812094
1600,12.564577755326999
5810,12.56296417623944
2893,12.561724036437623
742,12.55557266003282
5184,12.551301086443303
1350,12.550981866848158
4194,12.548683992547614
4181,12.547389467081928
5589,12.5450094127665
3744,12.543696312491086
3348,12.541121811075632
5622,12.537734841791668
1411,12.53239377049
3654,12.53106026642043
4621,12.528108001132004
1590,12.524356954255952
1120,12.523046400811962
1817,12.521828086760351
3150,12.50134685640461
1679,12.500195487883028
3069,12.49684880074149
4813,12.485578570253901
4802,12.467182736006361
2320,12.458932729662104
15,12.454293243283114
2257,12.452044650387645
147,12.44199097397042
4959,12.434710496166675
4999,12.43400682259517
3140,12.433960793405952
2739,12.41844395572827
1725,12.41504677869364
4128,12.414918478378075
1295,12.411382243282864
5186,12.402921586076873
5159,12.40020702064119
3083,12.397267495613091
5010,12.389231033793749
2695,12.388749513482367
410,12.38724185563809
1382,12.371344682942095
4444,12.366609354142469
4404,12.353784499311594
5626,12.349888925388765
5521,12.346907049370653
2618,12.345877516766501
1734,12.342316548960603
2272,12.34219214582842
771,12.335437556718468
2467,12.33041088345011
3211,12.329586557268106
493,12.329552441167824
1417,12.326080235814906
1826,12.326014536597453
4325,12.316026585425101
4357,12.313179606374133
533,12.311958677443288
5749,12.310378232488603
3413,12.309902068547268
3253,12.304859609775967
3523,12.29651619808119
895,12.281976100008016
5008,12.27909402273881
1046,12.278216786681282
801,12.274875341529832
1556,12.266545280636116
4598,12.263302142530032
3066,12.263213788256726
3427,12.2613027171976
2283,12.253752145100044
2340,12.247776153365002
5983,12.247630486320336
4538,12.247316703071515
3664,12.244241208067743
1926,12.230729131919677
5161,12.227068045989226
4835,12.226147289399407
1357,12.222571731253499
3504,12.220231099091743
4552,12.215867204442967
1304,12.203652982467931
1631,12.200776880792054
4834,12.198382534570966
4213,12.194705692131953
5029,12.189520131485695
3885,12.182557804360771
3991,12.182309605992728
1773,12.178729720347201
321,12.177047957543103
3986,12.175467158273202
339,12.175230430711846
5831,12.16655038773904
1672,12.163549638756724
2408,12.163459078590574
2262,12.16266222651727
2263,12.15936872628201
3513,12.159293532183508
3712,12.159118922538443
1229,12.142231832090484
3941,12.140286111384212
5245,12.13193650147425
5717,12.124895145546347
1372,12.12037869657174
2950,12.11967431496352
5770,12.109219220676202
20,12.108986208880431
2650,12.108121592944796
5284,12.10698196398232
4692,12.106813794054247
2439,12.104842115626194
3917,12.10291947117422
2582,12.10006226521875
1280,12.093018466112458
4573,12.092288614361154
2482,12.085734218592638
5396,12.071095185492334
5993,12.058867534768485
1998,12.047980356026233
5103,12.047533854096782
4331,12.038173959509729
4279,12.033946687174403
5394,12.031502400914869
2853,12.021125453494962
3004,12.020464679007635
5143,12.015943917562286
4200,12.014847325878767
1159,12.013722994642235
5565,12.005484877105253
5608,12.00333577301216
1553,11.990771525584414
3326,11.983239275170442
2977,11.982814776493266
1166,11.976611300082597
5246,11.967064820466389
1351,11.963969374333637
5501,11.960994211279226
4970,11.96026505652283
2664,11.958436090702515
4589,11.958004276157244
5813,11.95543531591668
5027,11.954274402465616
3418,11.953593045758467
4591,11.952597792407708
3097,11.952478333091937
611,11.951464943995948
5637,11.945402621800595
2986,11.942939475297477
5528,11.941115467762552
2614,11.936339892732713
3432,11.932274689338161
5516,11.931297709490813
2288,11.922301942548875
3036,11.917660648295676
4536,11.915578099785487
4126,11.910105540686597
5656,11.909502743095485
5087,11.907610816803109
2714,11.907370367583978
1016,11.899306881865806
284,11.899046462301886
912,11.896357681488247
1868,11.892908936000469
5836,11.892143137785164
1127,11.891080648398429
38,11.889051801707415
3875,11.881376969027237
1499,11.880834718611757
5916,11.877094118554513
2252,11.876630355871265
4485,11.876391258646903
5445,11.865649749530242
4507,11.865053019043726
2109,11.863360569940317
1853,11.86283224863979
447,11.86210209469115
5141,11.857524856781176
3189,11.853565571296123
3950,11.851658213379006
5430,11.849763779143894
3437,11.846245754453621
2339,11.842024873104243
2420,11.839637346554982
1896,11.83469775643261
5094,11.83264447108398
4243,11.82547763716229
3141,11.815148096611681
1577,11.814558582612005
5054,11.811537650882848
2096,11.811468905323249
1510,11.804383735005493
2277,11.804039357166209
4135,11.80078794323114
2322,11.796900085321283
3757,11.789623635384325
2968,11.788846736215032
409,11.788563796368186
3589,11.786499886880435
5617,11.786491652352899
5234,11.781990028382305
1859,11.776467790779234
3814,11.775094833398791
1443,11.77426839985834
3909,11.774237606083295
4979,11.774203812296507
3533,11.771153731315891
4324,11.768591608620893
5711,11.758742324812168
208,11.757589119670504
5016,11.756992755352988
1523,11.752391362675441
3861,11.747298022946575
1294,11.746274951822416
3988,11.74256550560606
219,11.736890711768398
2401,11.735126090954552
2270,11.734930914268636
1074,11.73477443140783
5347,11.731002664147418
1328,11.73084022623834
792,11.72904231893938
1704,11.726914914599384
1025,11.722743928857582
5581,11.717669332316063
1535,11.71398888164365
4602,11.712217251259016
1736,11.70767576871318
2832,11.702768949399688
3064,11.700560318614302
5373,11.699107414408724
5725,11.694848816322162
5697,11.693473754564778
4648,11.691006108515015
3486,11.69026851896633
1266,11.675521257112518
3175,11.662843945549694
1501,11.656504400156221
1093,11.653156704277047
3050,11.648316500721782
3355,11.642493304190818
3287,11.632962644164651
1485,11.629614435606907
3928,11.62516741205216
4437,11.621021580632181
2087,11.620846545500614
3648,11.614899342107563
5980,11.61379326406225
1759,11.612090801260846
1100,11.60990993092294
2321,11.609197300028136
5752,11.604095142809248
1497,11.599460271392454
3502,11.59346752929348
1366,11.591814284815177
4779,11.590815482069324
1002,11.590707009531874
1073,11.589136798830303
1036,11.584260102697154
3501,11.583004150915198
346,11.580682987454752
1245,11.579148988791399
1775,11.575613572867617
3380,11.573550277406655
4025,11.570308393504172
2801,11.558840813930987
1807,11.557651665105775
5032,11.556538010933915
4060,11.55183396932863
4978,11.548687305748285
5605,11.543819706310108
3778,11.536615661438653
1494,11.53368936718828
4064,11.532911849438895
5280,11.520701838113675
3279,11.520409359050458
4289,11.519283024641986
5660,11.517523250933266
2675,11.516315467656447
5630,11.506644074037506
4945,11.499875713827334
1315,11.484265454473812
1507,11.481985737407577
2751,11.480015641905572
4015,11.468710005411994
1981,11.466159806577625
5677,11.464616491563064
5275,11.452596468855985
4439,11.447040895091025
1035,11.443740915661367
2069,11.442894705863925
3266,11.44029828732149
1388,11.437404033805262
1895,11.4317143377494
5111,11.430736922773722
3073,11.428906322739385
3357,11.425224872136484
3960,11.422672876643386
1933,11.419289215925804
3057,11.407888838253136
1800,11.405505593343056
1640,11.399742557617238
5388,11.397559813132043
3662,11.392686059526103
2604,11.389619699631103
4641,11.385945155334777
5855,11.38566813844727
737,11.384247873468613
4428,11.378154533284837
1198,11.370540716962251
4201,11.367167825516336
5376,11.3666575145404
3296,11.365161161330134
3925,11.364083087251586
5314,11.35904764752832
3261,11.357655194184018
1309,11.354013656287695
5401,11.344531983806572
1988,11.344061591410556
3727,11.341461929623978
4418,11.33572213526269
5353,11.328383824209268
2492,11.326603767121748
4149,11.324353979789464
1885,11.324089173163863
3796,11.318605818292479
4474,11.308157037990206
4632,11.306922717214537
53,11.305479133107564
4668,11.304662187893108
168,11.30116216613107
2872,11.292794320562798
5262,11.287190682863976
4796,11.283790209020005
4540,11.282252684751604
4370,11.281813327311975
3223,11.281058491177149
2992,11.27464419504023
1945,11.269108424179008
3857,11.266445696392818
3828,11.264163815032102
1888,11.263057116774576
2975,11.262486143286093
4434,11.260635207611312
1191,11.259344859878873
5405,11.25336243594276
5912,11.252152176757999
3915,11.251484509121013
3313,11.244592464968177
4094,11.243024927173789
673,11.240163908619056
4863,11.239547792789878
5329,11.236669146917954
3179,11.227597745292309
476,11.225640423884192
3978,11.219424555381005
4851,11.219079360580308
3858,11.216534198582627
4509,11.21256291301525
488,11.209892373075668
864,11.20763739072707
3153,11.207464585610968
4624,11.207180665791089
3607,11.206652186486211
4865,11.205793531724257
787,11.204655119243093
1622,11.204587782187499
3456,11.203747817713746
3847,11.194367833072311
4557,11.190058614690773
186,11.188662896889097
3464,11.187132449091663
635,11.17929787803814
4900,11.178901564773469
5263,11.176668424740564
4469,11.174129098668681
2884,11.171110730977038
5271,11.166029102932459
4024,11.165954481094419
1616,11.162092460074048
3060,11.16195748017674
3581,11.16150535318534
536,11.161088323629789
1925,11.157361537071795
2178,11.149406814923585
2533,11.148146706346918
4661,11.143718803688119
4014,11.143644955088101
154,11.14305615930097
2887,11.14248181899429
764,11.134433768200552
2526,11.133961642219452
3362,11.12852549345226
3709,11.125688437400912
5077,11.12479126106033
5422,11.124712767695
3534,11.124255586845171
1307,11.12261864978473
5828,11.120941030878209
3539,11.120589584518207
2754,11.103134669298232
4973,11.10257604392481
5436,11.10034006148157
1178,11.097652706264189
1102,11.091360954122422
5427,11.078562170685938
1512,11.073082294580153
1154,11.064278543920443
5653,11.059250591660748
2906,11.055350779657687
3714,11.053996164359823
2056,11.048672900869343
5618,11.046557850311716
5562,11.044079093357757
5321,11.039544193596754
5636,11.026680219938683
1052,11.02382682671525
1863,11.020565805050783
3316,11.019074417654998
2718,11.004260675632839
5019,11.002931143111608
5833,11.001457543146621
5932,10.998586342420287
5470,10.998330703084356
4311,10.990152970070538
1822,10.989978066854666
1576,10.986258137237426
2201,10.984225379902549
1316,10.982705573367229
5312,10.978609686620175
5021,10.97771590407764
2948,10.972098920206092
2394,10.970248950769289
1928,10.967017547297143
519,10.965622191405552
2509,10.958056265405078
250,10.95732505275919
4814,10.956927379114875
3627,10.953207458590605
3199,10.949765076335458
564,10.945163032969464
2988,10.941930100273606
3262,10.940165082002208
3945,10.932152103991124
5751,10.931137139673606
5200,10.926971121897322
2364,10.921782099347201
1402,10.917508793035509
4653,10.90586190822844
2113,10.90585668712508
5053,10.905166387864577
4253,10.90291706399938
4272,10.902566763834312
2479,10.901031678539098
4109,10.897663835312025
5913,10.897137151028344
5694,10.894806797120378
2146,10.893331800655119
1014,10.891495871751376
5307,10.888037673919047
3237,10.886860798520523
5285,10.886822712365664
3426,10.883620531934934
4963,10.880682786041984
2946,10.878641875015148
478,10.877818597184
4489,10.872559250265052
4620,10.872125220399969
4343,10.867294627977028
3213,10.862217291957315
4262,10.861468769580426
2363,10.855696932511846
5123,10.852331491571908
4996,10.852290670885944
3703,10.847162501328416
1645,10.846914457879466
1964,10.84648188235631
3164,10.846441406551838
1972,10.838779540010266
3405,10.837738320548345
359,10.833920230957464
2106,10.832928216651961
2772,10.82846272737766
5706,10.827373807096897
3121,10.82467534138914
4280,10.821156666547793
2797,10.820665675092254
1442,10.8197855679995
3803,10.819779060650808
1112,10.816352486506425
2723,10.815236045525904
1226,10.811917679395915
2165,10.809375016004031
5387,10.809261453638069
5737,10.809130478635003
3650,10.800859321949154
4818,10.798109657032013
5081,10.7957120757117
5541,10.792277925478427
4885,10.790921766807157
1331,10.786847506371618
1842,10.78445750755907
2301,10.78442704970747
3835,10.782458119458157
4709,10.779842130603372
3210,10.779730713355217
5406,10.77623475831014
4543,10.766094038873685
3104,10.760032314005777
4516,10.757777469747156
5066,10.756641878465382
2317,10.7434187556433
3282,10.743267264742048
5225,10.733343651567704
1702,10.733296362998905
4844,10.723263357535105
3079,10.718577470438735
4790,10.715457655487114
5180,10.711605404742006
3768,10.710124162128654
3725,10.70291261345658
662,10.701741023241414
353,10.700633589779645
5789,10.69731174444696
3509,10.693889930755276
3943,10.692073382892247
3937,10.689967887024325
1995,10.681409739314216
2941,10.673509801064442
4742,10.673274062935022
5386,10.673265839991595
4101,10.673119230924316
1825,10.671470783540448
2534,10.671021861296882
620,10.665718381005936
2544,10.655063578878009
1805,10.655026436286903
5062,10.654978380899902
3440,10.648161369564841
1160,10.638496633913418
5079,10.634953021294907
2024,10.630267424429825
2611,10.628143874129185
5267,10.619381297438665
5420,10.617676132986492
5042,10.616542863315908
357,10.614564982345088
5000,10.613902532737512
443,10.61285844920581
574,10.612526629555953
2607,10.61235814991749
1733,10.597197894277812
4078,10.596367472885488
1973,10.591983527509319
592,10.591371090824529
547,10.576952190997948
2591,10.575549657447821
247,10.564559109117976
4939,10.564269699783528
5966,10.562489787554203
5385,10.555592738961156
5044,10.553816946446137
2391,10.543319170386935
3311,10.542296792897135
3775,10.536899061493873
4229,10.532760482906019
4011,10.53060594500281
246,10.529642865315596
5720,10.526818322917961
1977,10.526467985409909
3577,10.525913850493103
2284,10.524523792232266
2300,10.524260896787816
5301,10.52235710469951
5129,10.521629837263113
5137,10.513284692717308
1287,10.512226876968944
4364,10.50745528538669
3869,10.506503002595842
5676,10.504666275214898
656,10.501457883263488
4144,10.496569990086757
1979,10.49255959197438
1211,10.486966041542235
5249,10.480841669046779
4628,10.480302303672875
3205,10.477546560857313
2355,10.474713959234348
4567,10.47353932430116
853,10.472350846135116
1314,10.472188523531917
1634,10.468608209860609
2171,10.466204108099427
3641,10.463856368274298
5299,10.46344306189989
1009,10.46198385396796
5531,10.461331785578308
4346,10.460078915246534
3746,10.459827523249995
4132,10.453946737474947
3119,10.453506613905097
5515,10.450256609251891
2294,10.440756288575436
1831,10.439471668120824
2789,10.434632685119055
1410,10.431588180648678
4097,10.430521095108121
2625,10.427989456160654
324,10.427491200598382
5935,10.426495782007896
1724,10.425228656728638
570,10.42451912678026
4588,10.417916557511267
890,10.416715749225764
2424,10.412227623784858
4793,10.408839569391342
3125,10.407843684178102
1866,10.40753305437191
2119,10.407087087707149
2216,10.401484043241666
1528,10.39447858204325
5811,10.389667306069216
2053,10.38903135802494
3214,10.38788539832999
1124,10.378354577659056
2861,10.37115044627827
2255,10.368433285767297
1685,10.366749633993905
1774,10.364490560670195
3376,10.36188505561236
3384,10.360943960873874
1361,10.35484755099532
3116,10.354311476068602
5533,10.353369044633615
649,10.35237204307747
2722,10.349656071579245
4683,10.346733919779135
1575,10.340787657572895
3750,10.333980432728382
3034,10.328839839433352
3042,10.326969508448647
126,10.320159896160357
746,10.314229675842965
24,10.310073891570882
2269,10.29711470680462
1875,10.29521104442329
1763,10.28650413532651
1319,10.285871970022555
1726,10.283331411770652
2773,10.278627177231849
3656,10.27834484995745
2556,10.277813281865885
1049,10.275233961248075
1899,10.273631186589556
2947,10.272569186842338
2769,10.271711662669647
1299,10.266344702316738
3369,10.26319734525725
4727,10.261177560267267
1399,10.248217120208661
1464,10.245586574571096
4751,10.244157165913071
530,10.240944167465987
5239,10.240672780402884
5634,10.233317156406839
4105,10.230590159322402
52,10.230113303169867
4073,10.22804094765278
1829,10.227750162414496
185,10.226735432405546
2248,10.220249053190136
4721,10.216552369244486
2214,10.21435306542617
4083,10.212322855786647
1883,10.209721903081599
933,10.208797301085383
95,10.206852709250589
2964,10.204942631485679
5847,10.202490035775465
5604,10.200708551786185
5475,10.19925609247396
256,10.198280367688096
3926,10.197383276221803
2891,10.196476637492273
5381,10.190138297832057
5057,10.188679952492413
4570,10.186967409245806
3095,10.183479241814346
2358,10.180112837698276
5815,10.165976612494662
63,10.165489558435008
1132,10.162859073084435
5878,10.161492365342202
3372,10.160851151148117
1742,10.155469609732904
4138,10.154765694007963
5961,10.149501332906047
5946,10.145499540448055
2206,10.142586744473293
3275,10.141092796696135
3061,10.12933628744474
5168,10.123243099969963
1514,10.121130989399429
1732,10.12008802008537
3882,10.118875089360497
3512,10.115660495495867
1356,10.114978551662277
5812,10.112394030490554
158,10.11149381547263
2779,10.109628330551654
1932,10.106807835002064
2468,10.099250876405605
3120,10.09830870394161
2700,10.097926645599278
2833,10.094461422965919
2771,10.092490890253195
2172,10.084356093882672
5450,10.080651685731734
3192,10.07962902120135
3554,10.078292355092799
4696,10.061217603125847
3299,10.050763308036471
811,10.047941660101445
3743,10.045618630307448
1741,10.045307474300323
2516,10.044548809526711
2558,10.043051191213829
3145,10.039378357277293
2705,10.034269158284596
3063,10.034171233338073
981,10.03340698877861
4903,10.027505954781725
1847,10.024220162073439
234,10.023768079786683
1200,10.02286728232273
2710,10.022289480109704
4278,10.020989580606889
861,10.016000853883657
2542,10.006288885529731
4152,9.998999396418174
3239,9.99783451133728
3280,9.997025185166308
3469,9.99657727308691
111,9.996330750260997
5673,9.995914225517732
4108,9.994985956027401
3363,9.994764833524078
1578,9.994186828813811
1010,9.982042537588722
3970,9.97713159258552
863,9.97604601252898
3700,9.975616288533088
2268,9.970558893746423
1971,9.968350682540148
1260,9.961190949142598
2808,9.95868897318429
3077,9.947285416395909
1934,9.944543139778519
5144,9.943451677631286
3412,9.942623548502121
1490,9.935779805870071
2047,9.932388191954665
4345,9.931714841700794
3441,9.927811305666992
949,9.926903409990063
5050,9.922920871989
4071,9.92241352276999
3420,9.919676975779423
4542,9.91946093135282
1970,9.918944444175636
3849,9.917432729908816
2569,9.916564443113902
4031,9.912313356667875
1694,9.909827873551228
4223,9.906131156675333
5317,9.905699283631597
2852,9.900144776685616
2153,9.897547503275144
5199,9.89617676702621
5889,9.894707813332206
3318,9.894116612509762
3560,9.891498238201308
3147,9.891493393324417
4381,9.889418983999068
5055,9.879539768515691
5220,9.876285353909292
469,9.871852464101599
5762,9.870064507476968
4871,9.869322239209852
2458,9.867333957939406
3243,9.866129814224376
722,9.865370830534316
3431,9.865163443567859
3753,9.864286547645895
964,9.863275998422532
1504,9.858799599856848
4222,9.857924681010553
4797,9.84822860801745
3200,9.848137001192388
1452,9.846674965185946
127,9.83905434540412
1144,9.838026695910694
948,9.836071804884618
51,9.831626428033179
3463,9.831322486936624
5518,9.82906839118826
4830,9.82716908640285
2095,9.826548765220673
3724,9.82636692106666
3417,9.826346100397778
4467,9.825547919515099
5449,9.81976824381825
1650,9.81355585512731
2215,9.813552339453876
3701,9.807336309450925
4539,9.805839835123454
3458,9.804882496268181
4856,9.803019383413977
3684,9.802483742507885
2485,9.793911865112591
4457,9.793220255520742
3756,9.790303329072998
5884,9.789686018720177
2631,9.786317392164866
2908,9.783880551930416
647,9.783183571142514
4298,9.772367297331837
5698,9.770957549661524
5128,9.768269453161558
4969,9.767067023093231
5365,9.763397561034429
3101,9.757305368404921
3834,9.754308777467056
1756,9.752324923943089
2058,9.746981533103462
2287,9.746333190515955
2770,9.74497361827264
1563,9.737451440962461
1179,9.73671102881308
5802,9.732193805684682
3585,9.731971373216671
3231,9.728024447673114
5443,9.725934041526928
1457,9.72532348811338
2727,9.72362546731653
1745,9.715285197715902
974,9.71344771403207
830,9.712238075167077
5790,9.707850471928468
4875,9.703536006489983
2605,9.703325850030918
2431,9.70015847201852
2127,9.696695533683632
4866,9.692741413102704
3846,9.69158167240892
2325,9.68677756105232
3854,9.68329473972959
1383,9.677972167140378
600,9.677318463734998
710,9.676153624082596
5120,9.671180304409509
2450,9.666929238337998
988,9.665999096440384
1592,9.665527869357238
1711,9.662058472069736
280,9.660499078245744
5652,9.656109526088947
4021,9.655981086408634
3351,9.652003042756096
3273,9.650673147352627
5472,9.648265626773798
5560,9.644357329904619
2814,9.64030810557925
2004,9.631988436912398
2000,9.626709700919012
5615,9.62492559134417
5252,9.617698435686503
1206,9.614756416136723
2922,9.60075055051758
2005,9.60004037547903
1475,9.596422407669547
3024,9.594492099459865
1802,9.59417166982395
4018,9.59280233877095
5325,9.59253414144567
5532,9.587419379436236
1792,9.58542126154766
3320,9.58185009019749
92,9.579269154226209
522,9.573928868760529
909,9.567354260281267
4339,9.567323453244114
2459,9.55399674955813
4735,9.548166051280374
3807,9.543342629204323
3708,9.542445906922609
1930,9.540891000843258
633,9.538944093286744
5327,9.534901900366792
1617,9.532930371222935
4547,9.531403047691457
439,9.53077689603474
1415,9.527792380289153
675,9.527262984343022
1718,9.527217504810425
1953,9.524901231364492
1329,9.522268974670476
5658,9.522041126918197
2250,9.521850846015116
2491,9.52014603094908
1917,9.516933281408258
211,9.51522181539955
1292,9.512689298871399
3618,9.50415497217678
5628,9.48804473713281
4384,9.48699508497742
5344,9.482782434659967
1652,9.481664750669427
5877,9.481211782706088
1220,9.473935329266869
1929,9.473176230193301
4630,9.47082459408213
3235,9.468728889692935
368,9.466915344015105
2483,9.465751564546327
449,9.459895864348036
518,9.457608297691428
4084,9.455010657136025
4463,9.453719905618255
3866,9.447859111254884
4957,9.43921750193164
1022,9.435075146501584
5852,9.43024869189308
5363,9.429002370377257
48,9.424846448527848
80,9.422649701307302
3084,9.421762660508062
2349,9.421754196564741
4633,9.420652151973618
2918,9.419475808160227
5780,9.417245127362408
2880,9.416452267865296
2787,9.414235589896213
1993,9.412423912306926
3167,9.411780985933468
1208,9.408574223691684
5705,9.404975690873782
424,9.404897714712474
4841,9.40385977348541
650,9.401248063411126
2027,9.399121263823218
2073,9.388520120545243
2313,9.379364724108484
4596,9.363994719491885
1798,9.361099641827735
3124,9.357270918668277
2644,9.351381962601753
5171,9.350810822023043
3655,9.349761087161328
3056,9.349306920181784
5969,9.346221343856216
5655,9.335576986203758
1222,9.335121026298811
4154,9.328353848456123
3356,9.325938374338588
2530,9.320652281037976
1948,9.315585450362638
3597,9.315548338877297
1808,9.313900664921295
290,9.313434856804456
5006,9.313400728267158
2633,9.311664503476281
4059,9.306025328616748
3505,9.304356362861176
3647,9.303940885641989
5856,9.30299997535832
2613,9.299245169850947
3403,9.298526104911495
1832,9.287609191191276
2792,9.28165279431534
5523,9.280707642549778
4817,9.280491439392645
3227,9.278568304486225
5219,9.277738680084495
4699,9.266367679860378
5437,9.261299885846837
4267,9.259538257196628
638,9.256532740967929
1517,9.24927728713929
4308,9.245293258405956
2273,9.243336366731764
5591,9.238809522967172
5996,9.238174634363787
333,9.236098222074718
4042,9.230991441330312
503,9.230884111562064
5194,9.229908958919316
5346,9.22946663257038
2747,9.226875848219
970,9.226282722012677
5569,9.224224052437775
3003,9.221920103403582
2454,9.219938880221097
5870,9.218959637681094
5959,9.216843655635694
2776,9.21570964469903
4292,9.214316046508145
5602,9.212850840889935
5692,9.202842317692841
4572,9.197146205601642
3457,9.193777697177161
1904,9.19325685373624
1750,9.187522043520934
2912,9.185131935455386
4918,9.18433434153568
3777,9.182689175774298
2742,9.182350032185512
455,9.182057333207881
1236,9.179908285630873
4836,9.175066699474323
4176,9.173708708006382
4422,9.171094688501995
1026,9.169047057607552
3497,9.168035912961601
4673,9.16575673112075
5538,9.16247806342943
3306,9.15699777347053
3160,9.15331946073257
2815,9.15196198435307
2557,9.148841378426738
2720,9.147739974734858
2743,9.145184290684746
2412,9.143732112965765
4210,9.139490314213253
323,9.134219675682347
4943,9.126776473729068
534,9.126661096694747
1891,9.126528325545669
4164,9.12648152918144
125,9.121559978632733
2783,9.120868627357941
5471,9.118915815368307
4242,9.115802266121067
3339,9.110490410345468
2621,9.107290623551517
1012,9.106729200511873
4160,9.102184569982477
4531,9.101459151998162
5820,9.086214559686423
3898,9.085326978818118
2736,9.081620117052685
589,9.07877807195387
3268,9.075806350581772
2587,9.074576112726291
2900,9.070720583548377
1308,9.068817428929902
3020,9.068743804923441
4005,9.063767393689137
4431,9.060224206664335
1023,9.058178411269175
5408,9.056327730438339
2584,9.04954764367709
4590,9.047900187628393
3921,9.043175088404448
381,9.03865998930505
3769,9.033266749984744
1269,9.031807761108908
938,9.02412521822402
2532,9.023278678994687
1438,9.019792259247255
1643,9.019085451017633
1334,9.016875580863008
4372,9.014532855190557
166,9.012881673102493
3500,9.012244068048023
885,9.010864028666012
3676,9.009688334123869
4448,9.008891247998692
652,9.008211380205108
4455,9.005092366085819
778,8.999661281991468
1193,8.99778390992739
5872,8.996103886649935
1230,8.992942869602864
260,8.990379440191646
4351,8.989490599849955
4461,8.986950535921979
4898,8.984821074822227
2892,8.984288636342491
2094,8.98341681685751
2136,8.979040250245887
2122,8.974962731162934
177,8.974051393217945
5135,8.972091282223985
3787,8.9720376921097
2704,8.97096947340113
5049,8.970026639565694
4472,8.968163276615329
4033,8.967634701181462
1201,8.96285884270295
585,8.961666894864788
1671,8.961261102858638
3832,8.95856965008597
3324,8.952869672392747
4960,8.950702033065076
1766,8.945231020425236
2575,8.944407382765128
2152,8.942747927722827
692,8.941744854443458
5743,8.936136927752228
157,8.926545114549677
740,8.920195294808467
3070,8.9201529077
1905,8.91937600572759
5674,8.919181963117238
4962,8.917490420448623
1619,8.914814427506304
1767,8.914565105304805
4976,8.912241399571167
646,8.911881824392704
1162,8.909740259678676
1394,8.909295227306382
2519,8.908408275867343
1429,8.90719872649771
538,8.905113271884806
3206,8.904642330698737
3476,8.904459327697582
1177,8.901956736305372
1216,8.898473544946025
4385,8.897054416793614
2312,8.895376596244747
1667,8.895203990448843
3493,8.88692660178158
867,8.886361710910402
2800,8.885196216387726
5231,8.884263750242273
1439,8.882540306416178
4586,8.877546563640657
1976,8.872628262318873
1187,8.87255275864353
1965,8.871187391564334
2507,8.868635418366818
4445,8.867571765277292
226,8.866865489838512
2399,8.866086876379077
3328,8.865323077355791
1241,8.864957299225644
4820,8.864124150168475
2970,8.861412270403198
4170,8.851095210990637
5088,8.847817449598846
3852,8.83920747375719
2818,8.833087593262833
4714,8.831592398274426
3905,8.831046076114463
1149,8.830793167543689
1597,8.828839021884548
2016,8.823148693774808
1041,8.807474513073934
3840,8.807327806704558
2265,8.80698174650091
4465,8.805476062198764
2449,8.803509896721756
4180,8.802810915482075
1675,8.800527367061932
11,8.79854578909054
3397,8.797320233901667
918,8.7973025577294
5318,8.796905656604078
1130,8.796903838191607
5389,8.795650364886855
436,8.791552970718037
21,8.791007929876926
3899,8.788528561228503
1715,8.787535860792907
639,8.780978530817537
2120,8.78003876995114
2599,8.771810746161869
2612,8.766022418692394
714,8.762554050545878
5931,8.75979726778748
3711,8.757776989121206
3809,8.756954686014463
2524,8.755538196600375
1749,8.755477727474084
392,8.749456315813351
5205,8.749083869371887
1223,8.747674417242553
3294,8.744614360010504
5112,8.739700593637773
2006,8.737710373732591
3133,8.729539587514743
1249,8.729296048772678
191,8.72800470512191
1566,8.72715465409614
5858,8.726846361219383
729,8.724756951169987
1214,8.724651861297184
5448,8.723988231779947
3423,8.720568552014761
1987,8.720384874703484
1204,8.719411494626451
3169,8.717679263757525
3031,8.711680653106246
5366,8.708285999085884
3716,8.703906720632492
4032,8.70188334061264
703,8.700454374559953
3900,8.699614115365746
1232,8.69813210704785
1920,8.693562465992215
180,8.691205249606172
1030,8.691142536629991
1698,8.690847425589437
3548,8.689674560042354
1274,8.687926400691657
