,gamma
4647,17.507513179531642
4321,17.506050970177654
1365,17.48605347502755
3211,17.477622629159935
2528,17.471467014597785
1608,17.4622525574751
2965,17.444650477361616
4746,17.435930614818048
4802,17.434961019330764
5445,17.434132363325503
5722,17.413281673147956
2933,17.39076885698869
3978,17.385777984777786
5821,17.335865677089448
5435,17.335518044035727
4600,17.331060717941945
1184,17.3260211029536
1114,17.310277797304554
2637,17.288838222418228
5660,17.28572996478587
5064,17.28435064817059
4102,17.282243752289286
3232,17.281069447844096
5564,17.264613182286453
2661,17.2510134065713
5117,17.250716443477465
5902,17.24103419964637
1037,17.237919115710383
5143,17.233696034851278
5316,17.2088558858184
4393,17.20283150416957
1391,17.20016824807248
4780,17.19399278705235
4578,17.185134435342363
3983,17.185045062040363
4667,17.17516883612295
2170,17.16986595872353
2347,17.162660546961103
5239,17.118852301486804
3478,17.110414607746613
4069,17.089520255405954
2427,17.07256038162991
4114,17.07218679786178
4026,17.06531071613728
1616,17.057053468161442
4531,17.05660229514498
1630,17.054128966734186
1496,17.050005674106384
5467,17.045745428097323
1387,17.044005732588666
1006,17.030633556681455
5567,17.02230942525518
5634,17.01797047577839
3896,17.015948528689776
3169,17.011046268821712
5520,17.009512908110896
4498,16.997967200126144
2098,16.99370951497223
4218,16.981870164617984
2574,16.9802647278599
3656,16.979790453414918
1341,16.975128207633237
4740,16.971564321188747
5796,16.967313732336358
5159,16.960911534453473
2604,16.94039387105621
5561,16.93226398501036
5977,16.915207947951124
5743,16.90863549222467
3494,16.90846008154861
2149,16.904004472579206
2580,16.898681576254145
3021,16.897711709617067
3830,16.881336146208746
3680,16.880343181628966
5050,16.87450513528315
721,16.866378296383957
5742,16.863697080080787
4386,16.859935939208018
2392,16.858100228316964
1944,16.849462785478355
1349,16.846861082196927
5221,16.841919339777775
4337,16.836415487931067
4410,16.827768167152495
2378,16.82286581571598
4162,16.81288843910129
4677,16.79710163240295
5943,16.778921271918
5081,16.742023496267233
1169,16.7348153866774
4396,16.70332877645748
3041,16.659358879684287
3092,16.649568667412648
1710,16.648151480675118
5218,16.644777291347257
4975,16.636370006236
1605,16.62105278979867
4504,16.593334293822448
4791,16.574090176071824
4217,16.566494849358744
3607,16.565999012689993
5707,16.55907092874359
4236,16.55615832976513
2631,16.55311693388591
4095,16.545551773630883
1143,16.542180264237228
4603,16.540085797328388
2878,16.537472177612834
1484,16.518973707881504
2038,16.501563906058465
5604,16.496557932476268
3475,16.495860149932827
5566,16.475016201657464
3307,16.474384208293646
4764,16.472106005308508
4486,16.467861904762433
1633,16.448747267587624
3832,16.439900488200486
937,16.43260641791859
2499,16.428055345257654
1141,16.421728949583343
2171,16.4214987412492
3031,16.409096901192772
3941,16.40645685408155
5380,16.399678921105387
3668,16.38895536588634
2813,16.38538527931465
5460,16.38388352846808
5086,16.381548988080915
1269,16.376435720175074
5672,16.36389836101907
4288,16.35998921139397
2892,16.355340257059805
1960,16.35061480846762
3735,16.340462650950304
4769,16.338590673733442
1156,16.31591569259699
5884,16.31513585870322
1481,16.295208436056623
3310,16.288240426860213
5217,16.287610868786523
3368,16.275726836343225
5550,16.27545278841807
4646,16.26062236732897
1769,16.260607074031032
3614,16.244177719348407
4897,16.237058286669434
3927,16.236663326724578
5250,16.23626804198416
1657,16.228693149873568
1621,16.213213381736814
3631,16.210349767409692
2905,16.2037660802561
1645,16.197984534975607
1912,16.194021905310354
5872,16.191783837347383
1812,16.189856214632727
2870,16.184779494078462
4020,16.177783751947057
5326,16.170300973041332
5028,16.158482406137388
2986,16.157740965898718
3561,16.126372144845842
1364,16.12099756940604
5422,16.11318389314554
5966,16.095284720037515
4307,16.086426907765752
3286,16.067859463838516
1637,16.063648306124087
3796,16.052418331927022
1462,16.04893307594335
3498,16.038356530403327
4929,16.035312605822618
5705,16.030257867261323
5835,16.025224901972216
5230,16.019409437683763
5888,16.005158752031804
4338,16.000044315023764
4166,15.993475511753678
1428,15.991720005707041
1636,15.98761267665864
1194,15.974699762042283
1675,15.969085341011544
1161,15.968942984156017
4720,15.963291952419368
5334,15.960714503296836
3783,15.958697611145562
626,15.93985929001968
4428,15.930699696382376
616,15.924724309747253
1566,15.922927793323124
1071,15.898694710641193
2156,15.886693687311416
4528,15.881119503589387
81,15.875904659147642
5959,15.867616116868339
1565,15.865895641174513
2612,15.863738723983689
2204,15.857740660049194
2581,15.855582921775857
3165,15.851452324747953
5648,15.83004040399508
2918,15.828660048569729
3002,15.827377068330062
2539,15.827035269157285
263,15.82365657917149
2711,15.822630136474512
1821,15.812172828759284
176,15.80610728552071
2762,15.775695336021501
5925,15.7696334095055
5476,15.754477026074046
1404,15.749447352887815
3212,15.744645507720499
4084,15.733925827905509
3894,15.731569330235617
4572,15.725455213321304
1256,15.713671422750144
5877,15.711094371496737
4935,15.70412286054211
3725,15.699505800161925
1770,15.666534424304206
4700,15.664853363589542
2115,15.640791678559177
1192,15.64068032727602
4747,15.619588667043239
4085,15.608378777740135
3453,15.604886646910145
5396,15.601839260423437
2652,15.598920402907437
3411,15.594127295804105
3162,15.582160713445933
5601,15.579464714971886
1882,15.571635487249704
765,15.567283556964897
249,15.542604409544804
5313,15.542163639604297
5757,15.52707333039211
5300,15.526834964042143
1431,15.526442971316024
4835,15.511969204801094
3033,15.504646469456688
63,15.502671763764301
2450,15.488487686746055
1284,15.48827904404193
1353,15.486551207300195
2999,15.484666006019866
5505,15.478756464152367
3146,15.475610209795086
3352,15.46907819202985
1938,15.452647862310288
5924,15.452546067976716
2908,15.450712513009428
5912,15.448875915318395
1136,15.443449990848698
2340,15.443384544584529
1943,15.442751561231965
4120,15.441979977596889
1279,15.438098143976768
2126,15.435132580063597
2900,15.429302043557934
3437,15.418220822712708
2768,15.41064106022299
3965,15.397311634626943
846,15.393268827061055
5846,15.386110153207063
3547,15.380698290114404
5968,15.380647516294761
3241,15.377454464280039
4154,15.377378757693391
5427,15.37687541797735
2543,15.368479118989267
3345,15.3674822407325
2882,15.354904052718494
1740,15.354563367506133
5008,15.349394661738977
4670,15.32404351970977
3386,15.318690992889405
2969,15.308161574020962
4235,15.30563689163831
5703,15.29892949826602
4013,15.279252554834416
2113,15.271579917745166
5307,15.268541607608865
4937,15.268288887093695
5735,15.262231786697923
2233,15.250036822966878
3381,15.243742637083312
5403,15.242191642548695
3393,15.234305880339507
803,15.233718772082256
5078,15.225525927859696
5784,15.223388483814603
4606,15.214943240110944
5345,15.213754841622615
5394,15.20836758226787
3357,15.2034769203516
2673,15.202011771094863
2252,15.197061483687655
4810,15.196692738470663
4737,15.19324940689927
4199,15.173323667247857
4032,15.172220909038682
5874,15.16312569169071
1024,15.159998931901752
2633,15.157600340549081
5067,15.150207268330897
5682,15.149647548857933
374,15.147255894987696
3139,15.139312432324777
4502,15.137797116972719
4156,15.136705515241223
2320,15.135164090913253
3158,15.135111713395613
3260,15.120826660162788
1773,15.11647686006652
1861,15.11367851290674
928,15.109370845033832
3851,15.108368285587279
2687,15.107785509714406
5113,15.101439718259323
2311,15.100469551250523
5215,15.098603771265422
5338,15.079812025319132
3493,15.079238504846542
2966,15.074693993321583
2124,15.071378053421563
4911,15.066900613067531
5907,15.065222650155755
5395,15.05502288754522
3134,15.048128555929653
1718,15.037707808305896
5410,15.034018553703978
4385,15.031438273493515
730,15.0307868314085
2278,15.028488448900946
1459,15.02385674983663
4361,15.012383695510504
3452,15.010716777328357
2521,15.010611572491346
3786,15.009768867094772
5466,15.005477456892423
2189,14.996173889886244
4544,14.985797986863941
2582,14.985106296292228
4098,14.985091609623996
2648,14.975716319176971
2388,14.972471080198263
1969,14.953208257831086
5282,14.94657891357456
5917,14.945274574861426
3038,14.941606206543064
3626,14.934410325308798
2990,14.922953604111228
4668,14.919034983678666
2276,14.91865802983818
3819,14.917932435222118
1381,14.91285255030744
1339,14.908593249996807
5906,14.904970438458735
2203,14.902749079476274
2873,14.897841717502306
2857,14.891675459447805
3056,14.888066633906098
5978,14.882036214636155
1555,14.879463314361207
5571,14.870736137645375
597,14.847251036085115
1902,14.846050179178416
5335,14.839790517577796
5704,14.836356444224506
1452,14.828974008380824
4031,14.827108331787747
3538,14.824538473907161
5647,14.82380509040836
3995,14.823455501573637
1263,14.821359867965844
3081,14.818491510199292
2558,14.814689578417017
1015,14.813547099668597
2352,14.80184547655789
670,14.795830027608027
4721,14.793071762295577
2297,14.787121461229887
5219,14.782613603576381
178,14.782590869224025
4064,14.775541010676747
1755,14.771584284337003
3456,14.770459088173823
4872,14.767835231544144
1844,14.767571053793393
5741,14.762270704510287
794,14.756261571883542
3930,14.754548130280858
5412,14.753236604631338
4195,14.74727860680308
1123,14.746288434127102
4192,14.745785593710119
1815,14.7436210921433
2998,14.737948837262703
700,14.734817284607374
3741,14.731996462916609
3767,14.718165389193912
5982,14.71629734630332
5522,14.701177531159304
1271,14.693307656440712
5688,14.682922460109275
5279,14.681568608893976
5108,14.674552663489738
3972,14.673957076706207
1188,14.67114467951139
2639,14.643719897234183
3369,14.639051553577751
1312,14.637917143886979
3438,14.63332436064393
5353,14.625358415215125
3244,14.620746034025204
59,14.616025598724427
1111,14.615129464226252
2082,14.61495135984782
1953,14.61041852841164
5975,14.606773100296296
1104,14.60378048693999
4190,14.595982126172318
2105,14.59529711409751
4732,14.582548429478365
1292,14.575728967183398
91,14.564226474911932
4318,14.54879462606009
3024,14.544830159311697
364,14.539918897216584
4530,14.537260653001079
795,14.537201779932476
4900,14.526880185783368
2665,14.51583549837134
4987,14.512073494601134
1489,14.502929803755153
2914,14.502888175913274
2975,14.49475597250402
389,14.491220215804153
2284,14.489755750166992
5479,14.483586586618683
4461,14.48173454289598
2540,14.481379892302815
5025,14.478763116819726
5362,14.477994196429492
5046,14.476193721737506
1811,14.47284401440067
4548,14.465997840532909
4257,14.465278531664298
5182,14.460011381012084
1507,14.449702648317011
5812,14.445956249584578
1602,14.434685266039656
1133,14.431230943775187
113,14.412253921612638
1922,14.40994038884826
3579,14.405825359921613
4692,14.397981645027832
2062,14.397953554213558
5073,14.397623767852906
4323,14.395192918974647
5971,14.392323845918355
5896,14.389582951581305
3604,14.387522728978647
1655,14.386668587902165
2016,14.382560519644883
4912,14.378101172110464
2931,14.366738446024229
5734,14.353328901811894
4380,14.35277999206137
3135,14.349912708864665
5558,14.329803782418564
406,14.32150586432201
1096,14.314096691713832
5886,14.313464885915081
252,14.310946269517423
335,14.30736247186217
3774,14.30450648642008
2363,14.297775929179375
108,14.290118892241406
3622,14.288407213744188
5118,14.282595799488563
89,14.279936912315865
3116,14.277868998727364
2439,14.274736930195331
5732,14.272037868237051
4041,14.267578839664766
3696,14.263138894820452
1520,14.262339230016039
1794,14.260886761198869
1553,14.257663956125658
1168,14.252179316364744
3349,14.250903073188237
612,14.247750884434533
2664,14.244801349578484
2260,14.244442689234939
5029,14.241292644196788
4263,14.237742073826238
4370,14.23281782602121
2406,14.232669034082564
4357,14.223827737316176
2814,14.223217038589807
4284,14.223082752977762
1985,14.222931229151568
4978,14.217169293907824
2695,14.212929413952107
5102,14.212715640362337
1643,14.21241542214442
1134,14.19434633014202
2106,14.193702221973728
338,14.189008058097036
5309,14.18341026244731
1048,14.177080647228498
4672,14.163501752646924
5690,14.15403111612922
2834,14.150539802009762
1993,14.148357891880412
3140,14.145362648259509
4789,14.133646186145606
5186,14.111916803801401
5717,14.099120530688454
2372,14.098050845244567
799,14.096993405336718
2756,14.095660589034644
2937,14.089990299876845
5559,14.087649038148719
1056,14.085094015815441
5857,14.07714726815887
4240,14.07240493448614
4770,14.070562926961307
5488,14.067317696422258
2013,14.056306635679581
5400,14.05599953050761
3185,14.054246433117521
2571,14.054031626952579
5615,14.053029092848613
5233,14.047777862977995
3690,14.047299569023334
3293,14.047019907677424
199,14.029083504333126
5876,14.028371372235558
2443,14.028257709390472
4482,14.02541392185273
1937,14.023369138804707
1961,14.022734205772188
171,14.019652270911504
2554,14.0149807937548
4547,14.014451599874656
5686,14.008622199421653
4127,14.006456652238084
609,14.004958418676713
5325,14.003509238102614
1745,13.998897966479918
1658,13.991797548866524
2699,13.987729030566129
5271,13.98339851891369
5721,13.973011369943613
2681,13.969943110571991
3409,13.969615280214967
4851,13.964388355696808
3424,13.95506259159149
5441,13.94635112127485
3126,13.943006433462886
3910,13.93891837840016
2904,13.933119505890444
5377,13.931344914719181
1814,13.926461145712286
1356,13.92469862469366
2866,13.91699127912722
4795,13.90069778631742
2178,13.898363682630896
4706,13.89648984035388
4522,13.894306302579382
1839,13.894095047483189
2592,13.891966357706625
2715,13.889190213601646
1586,13.885150562805437
3578,13.882336591368482
1268,13.862451649284043
5766,13.840267716834044
1432,13.839911261055239
701,13.837904471217842
1650,13.830079605155573
976,13.828924472415832
232,13.82141547371676
3118,13.821044807312818
5738,13.81663651807298
5771,13.807514960938317
4182,13.804166746926231
3010,13.797743497072144
5256,13.787255844343719
3566,13.773848806515161
3532,13.771194751617632
1414,13.76538032886448
4229,13.757634506040306
2917,13.748423058666747
4093,13.742364077300088
1319,13.736501924678157
2139,13.732140129940863
661,13.731497356921627
2985,13.706145782314811
5878,13.699376013848736
3047,13.697376039766171
1831,13.682296870834833
5142,13.677076238533463
3549,13.670238970082831
5364,13.669551042592323
2144,13.664505615800243
5136,13.664490403035295
843,13.663883935982934
119,13.66247447061473
2520,13.661770713059164
5993,13.656827070943454
3048,13.648245895192725
996,13.639215190040542
2799,13.639010373965636
2454,13.63719219180683
1032,13.634602654334548
3985,13.631614580229861
5603,13.630247682946788
4703,13.616754587773157
3648,13.596577707956564
1717,13.596084384158637
3599,13.58880433857995
4313,13.587813514648065
1667,13.586834230069648
2220,13.585974669168987
1021,13.580203847103299
2974,13.579117328229229
4189,13.565706582060612
3414,13.549201190150649
2869,13.54853364987375
2929,13.54843713289531
4898,13.528962969296037
1368,13.52392239131651
4128,13.521555313587367
3762,13.519359057965854
5457,13.506982214138203
3035,13.488105609552267
3193,13.480075188904092
5181,13.47940492808222
1257,13.47895927852495
5361,13.475349704947059
1172,13.4749907143955
1080,13.468723883273395
1796,13.465387920131105
1382,13.457221430666605
3736,13.447848440674688
3844,13.431054124686232
4655,13.428751207381666
4109,13.41988601495913
2508,13.415499356532578
1202,13.412540157177938
1228,13.406486543555392
6081,13.405168835114916
2370,13.401647876776664
1863,13.393255244844871
883,13.39006187131554
258,13.384774168632136
1997,13.378128421920742
1487,13.374103452066754
4748,13.372603671757219
453,13.354848114673372
1205,13.352415305477322
3450,13.351523995837796
2934,13.34858921730682
1754,13.344449572490637
183,13.34029799792088
4616,13.337915155918786
5537,13.336919223411648
1225,13.325851354042616
4443,13.323728865990763
1499,13.31860260815465
1595,13.3067045315799
2077,13.286279888197715
3775,13.279261522332044
4379,13.269967179593452
2501,13.242577863871569
1286,13.242346309149468
4865,13.237815046514793
4408,13.235953518419748
1664,13.231827921522699
3077,13.231463388446132
4683,13.226704028293595
3971,13.226546192508483
