,gamma
745,13.222641242206965
4776,13.222320848105195
2767,13.22108532499004
3833,13.214026545797156
2517,13.213863597624636
5810,13.209524021301307
5111,13.2094140895627
2104,13.193691833990421
1883,13.187789935134193
1374,13.186784104746794
1203,13.182138876050525
1756,13.180413674537583
2080,13.173262093011404
3666,13.172468966081196
3160,13.161442358017167
1464,13.158437834597999
4920,13.155419616823709
2168,13.152224391365134
3818,13.1492265117511
5139,13.149103350772334
4938,13.143078359028696
1836,13.13825342139458
1259,13.134169432346692
4077,13.124725274051258
2490,13.117078611447544
2830,13.116565037971975
1572,13.109078855816165
5507,13.100168659622435
5367,13.095374309141674
1424,13.090682293583662
2727,13.089418078654356
1662,13.08868123067147
2131,13.085583078501374
1343,13.084655436545201
5813,13.075683355444628
1753,13.07144170027668
4394,13.069311191992973
1874,13.063748083721459
1726,13.05655174470757
5492,13.045344663579925
1380,13.039203451150206
1829,13.035784248927937
1451,13.033610131797703
3427,13.030558652214145
1069,13.029821701786167
1385,13.024012509253938
5344,13.023630793414283
3231,13.022906219074155
918,13.020669003431928
3012,13.019426342143436
3273,13.016437096086893
1180,13.013543246803293
2858,13.010423831952185
5967,13.008013339608443
3188,12.999778544282014
1456,12.988918921605352
3932,12.978923059857893
3268,12.977886303505977
2382,12.977858599675036
3009,12.977198585509468
3657,12.9761561275881
1425,12.973017518036338
2133,12.970651533398467
841,12.969413790363053
5048,12.969244511797301
4983,12.96693677111841
4909,12.958437401786883
3322,12.957098673777525
2913,12.948911078198263
742,12.941168434490883
3072,12.934053764774562
2411,12.931254254483889
3875,12.928711159921265
3153,12.927281313743645
2896,12.915234701224515
4197,12.913202036622213
1355,12.910341968841022
3086,12.90912834162563
4047,12.901603073531081
5772,12.891128490072864
3351,12.88814402937583
1351,12.888126661218228
5625,12.87783883524181
1735,12.867487125100089
4962,12.866817662667177
147,12.858852311181657
2312,12.85253541166101
5762,12.852499174026413
2690,12.85155762717858
1591,12.849185375104792
1601,12.8471931176196
1412,12.84351078090672
1120,12.84049838501612
3747,12.83906427879844
3143,12.836008335875693
1680,12.834747596255449
4184,12.830443135323309
4805,12.822806189084028
5592,12.820923823825538
1818,12.820145712211183
3507,12.820107373584928
410,12.815387530393346
2322,12.813931001777927
4624,12.812734785684182
15,12.798871117766616
1418,12.795945766587757
4131,12.768747401157789
5187,12.765908793060204
5090,12.762171934901586
4447,12.75308755487778
5002,12.74939430999556
533,12.747633137149501
4816,12.743356255001288
1827,12.737002395458257
493,12.728663679545328
1296,12.72833093309617
2621,12.720079611099385
2258,12.715728451526907
4541,12.710866966254207
771,12.70466240815086
895,12.691109099469262
3256,12.68612905461287
1383,12.685852918267665
801,12.675452114383203
2742,12.67461369359364
3214,12.670989662112083
4407,12.667836352272321
5524,12.663603783091686
5249,12.659077259288965
2698,12.650840448328863
4837,12.647578885215319
3526,12.64701055162676
5752,12.631504265875803
4328,12.630790615673172
4601,12.627631990557301
3069,12.622706719191413
3416,12.612427195631154
2273,12.608214344160153
5011,12.60200975929829
5189,12.595316216377302
4216,12.59355750095667
4360,12.593097224503413
2519,12.588784622204152
5399,12.586868603112631
2470,12.585987063800868
5013,12.584287676361617
5162,12.580335699022987
321,12.578155618462274
1673,12.568006873070642
1927,12.559522409020156
1046,12.556634831459215
4695,12.554766371849858
2667,12.552232882353447
1557,12.549699789769187
3989,12.548532974607543
20,12.54341566320567
1229,12.542001821462065
5629,12.53560701592464
3430,12.53048846902662
3667,12.525965398188912
5397,12.523338770066411
1358,12.521947530819169
4555,12.516452045491032
2342,12.513842132408223
2285,12.509444023156837
3888,12.499166009471676
2263,12.492461951805407
3944,12.488785215244896
3516,12.487120307495019
4838,12.486199904643465
2286,12.484804603939402
1632,12.478181193225216
3715,12.474050908935322
339,12.470486931366631
1305,12.470044307011214
2717,12.469720462216896
3994,12.458696255825382
5248,12.453029439912802
5164,12.452266094986559
5986,12.44686105453802
1774,12.440322717326865
2485,12.438704955777228
4576,12.435051222695929
3920,12.433149248228174
2264,12.432906341130792
1281,12.428488891834476
3007,12.4244487514199
2410,12.42255018536517
4203,12.41277802391398
4592,12.408350132054276
4973,12.407270317084215
1373,12.40719591696236
4539,12.400982622340868
5032,12.396864143914474
5834,12.382937363147514
2653,12.380481485310249
2953,12.367870392732163
2585,12.367084370890462
4138,12.366067105849218
4282,12.360904191060799
5640,12.360760330065123
4129,12.360345971482175
912,12.352960120503456
2617,12.352494691258142
2442,12.347805291618586
2290,12.34335893245396
5287,12.338085392931001
1159,12.329237421709692
611,12.328208897874891
5720,12.327365250432045
5519,12.320862063795218
1093,12.316091312559681
5773,12.314144331207816
1869,12.313800028688382
3100,12.3127558830325
3329,12.312671855176907
4510,12.312002189227734
5504,12.30970584424534
1999,12.309204345659062
5106,12.306364208673994
5283,12.303452270703556
1166,12.298263042120912
3435,12.296365246810824
284,12.292497840987286
5996,12.292390585767873
1511,12.289116341531537
3039,12.284553277135398
4334,12.275602877622573
3864,12.274448670877284
38,12.273876224932717
3144,12.266580338067918
4488,12.265731078091905
1352,12.264463502226201
3281,12.260050304857407
5144,12.25445505316761
2856,12.253482086329846
3878,12.251530061298205
2989,12.251308611175089
5146,12.239568271156893
5568,12.235258309460376
2980,12.230558742735795
5816,12.227963093408043
409,12.215120985509186
447,12.209424920920076
5030,12.204768608933508
4594,12.202254951680235
5448,12.198040156190332
4246,12.197360727212953
1860,12.195043773442226
3192,12.18654273200205
5611,12.186096954293403
1500,12.183048179203169
1127,12.177232198811389
5919,12.174693998675876
3953,12.172301893578286
3760,12.172250545846014
208,12.169531307387233
3912,12.169383644133129
1854,12.159444837587086
1897,12.150814377379472
1016,12.149066525025294
5097,12.144028931832198
5531,12.143335223281932
1578,12.142643420286399
3440,12.130717281453991
5714,12.127085230345116
3592,12.125412320557349
1295,12.12058618685517
5659,12.120360560154802
2253,12.116769081036917
3817,12.115464223528736
219,12.113128118099242
2804,12.113051898003143
3536,12.112587757438689
5680,12.109587637068605
4982,12.102676243641136
5019,12.102008788959177
2422,12.100251283949191
5350,12.100189618903885
2110,12.100132600161022
3489,12.089384632340707
2341,12.086153339738
1524,12.084109262773469
792,12.07969800788232
5620,12.078779326701893
5839,12.076139940242188
1316,12.06915438869955
4327,12.06689398087553
3067,12.063648532876016
2097,12.059900797297512
4651,12.057264012044953
3991,12.056914695943561
4440,12.052399943697717
2324,12.0430362033706
2279,12.043013707564157
1444,12.035642429959326
1267,12.033899643615703
1760,12.03387080416277
5433,12.02902321212386
5376,12.02603012846639
2971,12.024389599583328
5057,12.021131239651142
1025,12.016804907147705
1329,12.014336473845239
1705,12.011190775881035
3178,12.0033542755456
1486,12.002780537847338
1367,11.997413018695134
1737,11.991175981066592
4063,11.988070705584773
3290,11.986388206226213
2271,11.983188504884524
3651,11.983026242525066
3282,11.981573475655948
1074,11.978623025448455
2403,11.97264555100741
3358,11.970859044665303
2323,11.966505979570913
3504,11.96315000684148
1502,11.960484358006594
1536,11.960185758829075
2835,11.954566147554951
5237,11.953099663404208
346,11.952342079128684
5700,11.952254197051026
4605,11.950138222271764
4028,11.94742591470511
5728,11.943947153007931
1498,11.937641375305166
2887,11.933200652198432
3505,11.930708648740762
5584,11.925954533343587
1073,11.914261897281499
3931,11.912593614504814
4782,11.909711345768052
1245,11.906410809270138
5755,11.905936845177953
3053,11.90183117165789
2088,11.880355797003233
1776,11.878300100763694
5983,11.872370187480909
4292,11.870545218659123
4981,11.869341706888338
1100,11.86463299730448
5663,11.852664719616275
1808,11.844458401209465
1002,11.841602865522466
3383,11.841116388105696
1036,11.83098493238658
4431,11.82616176931375
1886,11.819391141320933
1896,11.817616163155831
3781,11.806420117937455
1495,11.803080162832476
4018,11.7997065196553
4067,11.79930265882829
5035,11.798860885278092
3360,11.798336362283903
5278,11.797856717393081
1934,11.79323246013696
4442,11.791873856977713
5915,11.782768013375154
5608,11.782236624773716
2678,11.781803670759434
1389,11.777846683165137
1508,11.774025426982183
5633,11.769691921413465
737,11.768009182966441
2754,11.761493191651986
1801,11.760096284482355
3076,11.759309594637353
4644,11.757893495658813
1641,11.754610192286323
3963,11.754569260358874
1035,11.747899625677832
4948,11.745149333602681
3269,11.74324520081433
3665,11.73981615477476
2070,11.734447718061297
3060,11.726686477505956
5317,11.723555721600372
4204,11.715497764409537
1982,11.712395891193648
1889,11.711971126047388
4477,11.711768972598026
3264,11.707583518759273
5858,11.705485191179257
4543,11.702883378390917
4799,11.698250266218816
4866,11.692123013371244
3928,11.691496296209987
168,11.688596843060932
5379,11.684378397833896
3299,11.679435328282615
3730,11.677477726121555
5315,11.667591687806256
5391,11.667377437626428
4421,11.658027261731268
1198,11.6560833881238
4635,11.654842846348393
3860,11.653165965030837
4097,11.641516764693938
1554,11.637118696547669
4472,11.635001493660578
4437,11.628986546881887
1310,11.628348541470064
4373,11.62818680877376
5425,11.62777687629496
3610,11.627148133964223
2607,11.62594358585921
673,11.617816942245074
3226,11.609027422800962
787,11.606913109157478
4868,11.603731618309064
476,11.599343003385217
5114,11.59915936387652
2179,11.597572125410759
4671,11.595439925400123
5831,11.594691678415574
3063,11.592558937510146
3799,11.59236445818701
1989,11.592235706001812
4854,11.588622147796867
4152,11.587159347476089
4627,11.5799101102264
3981,11.573163614877044
3316,11.570021330704945
2396,11.56239439908589
3467,11.560737295414313
2495,11.554818822384702
2721,11.554034893397853
536,11.553711684280673
1623,11.5525607624195
1946,11.55244957191149
4512,11.552412387877197
53,11.548679653434727
2875,11.548221786460184
635,11.544673422549348
186,11.544647649241766
3156,11.544438352539304
488,11.541411476037645
2995,11.540837964734115
1191,11.53810474588698
4903,11.537496969145051
3831,11.531656425050215
3918,11.528706986321142
2147,11.52550493458644
5332,11.52434460188461
3712,11.518449922012211
5404,11.511828832389567
3850,11.51106110612136
3861,11.509370582764946
764,11.50748673050127
5356,11.50725501649103
5916,11.505554992409273
3459,11.504105893375304
5265,11.498642442210977
2978,11.4945992177187
3542,11.489783640390229
5565,11.489039063701751
4976,11.48699257095279
1178,11.48415167910722
2890,11.47958263462327
3182,11.479473555997751
5656,11.479027124000089
4560,11.477312803969324
5430,11.471385751218204
3537,11.462481145879982
864,11.448202707659275
3584,11.440070196568715
4027,11.440054791034182
154,11.436900155695104
5274,11.43269519107092
1154,11.430224307106366
4664,11.419674450855789
5080,11.419390999402788
1102,11.419213060147035
5408,11.418474695378931
2114,11.41790333944523
3365,11.416049735503476
1617,11.406791669399784
5266,11.401013856923441
4017,11.396730709972202
5324,11.396717173147588
1926,11.395450073455983
5439,11.387461988457211
5390,11.387382755097464
2726,11.377486044748448
2536,11.37212646990704
3717,11.36947334902552
2909,11.368375110777146
2529,11.361146823923677
1577,11.360535252480576
1308,11.353400941284312
1823,11.34390823939884
4346,11.340596909889147
1403,11.339211294677039
2757,11.338412240284642
5126,11.330412813515487
1864,11.323684272948272
5473,11.320949259537539
5310,11.316444426449626
250,11.315061503636379
1513,11.308497503373234
4817,11.30737539503472
3319,11.306547203467943
1929,11.29284216446672
519,11.285104992921747
2057,11.276122680633124
3630,11.274732966175748
5935,11.271609457416218
3948,11.26898017498281
2951,11.267364458157022
1052,11.260441523819573
4265,11.26030727697524
3202,11.259332723184547
5639,11.253989726313263
1317,11.249258219971955
2366,11.24546362967522
564,11.245336963762156
4966,11.23555442922317
5836,11.23382450236237
3265,11.228323820382899
1014,11.22110322964249
5022,11.21912292243236
3429,11.215558693512246
1646,11.213080234752656
4623,11.210156854553672
5621,11.209279321985534
3167,11.207412393064837
2202,11.207361011661062
2991,11.207051735561508
1965,11.20061164280124
359,11.19997193497107
4999,11.191858996235725
3240,11.185762356378609
4112,11.180965725093943
3408,11.179301321947813
2512,11.17844134203034
6104,11.175351321546895
1843,11.172003288265742
5288,11.164930456977011
478,11.160198967518332
4275,11.159978667943236
5024,11.159457877149825
5003,11.157789326452198
1443,11.15033806643705
2365,11.149405236657635
3216,11.144593630380827
4283,11.143327419861496
3806,11.141268965239398
1973,11.139772546937522
3706,11.138316100528273
2482,11.137924264872657
4656,11.137216074577783
5203,11.133184839812365
3653,11.13105417293962
3107,11.129065750574224
2949,11.123567284641892
3082,11.11909906726903
2775,11.118340897620964
2800,11.118204195669781
5709,11.113671703499792
4256,11.113467084962076
4492,11.107499399498753
574,11.105789892066108
5056,11.105166587140044
1703,11.104016704930459
2547,11.102296019672465
3124,11.101550715349966
1332,11.09344764690127
5754,11.09057714478405
3838,11.085663032037612
5740,11.079876537695208
4104,11.079205773367386
3728,11.075227181836285
5697,11.073624220159937
1226,11.070430512559653
2107,11.06593888821905
5409,11.059938874829728
3771,11.056245822481642
353,11.056001190317772
4847,11.054724211318797
1112,11.047471238138398
3213,11.046503208204447
620,11.031508801277077
2166,11.031087715816005
5084,11.029559429157633
662,11.024114843602597
4519,11.02190586948222
4821,11.020590408494195
4546,11.020039416508936
1160,11.01819345077617
2054,11.012266027335487
3946,11.008340308309409
4793,11.003145101382858
2303,11.001725161993134
4712,10.995917907769858
3285,10.993644364772468
2864,10.989940447179743
5544,10.984432717801255
5183,10.981773651207998
5792,10.978021018556372
2319,10.975171970391452
1978,10.974539046578874
1806,10.972660840975008
2025,10.960438214285592
443,10.95107995987956
4745,10.946199443922387
5270,10.943544658082489
3512,10.943301546848481
1826,10.940105006713829
1974,10.937591017989465
5082,10.934669583629583
547,10.932748137176878
3940,10.930819567565917
1576,10.928780774628533
5228,10.928526378697608
2610,10.926543022538551
1996,10.924862137622508
5065,10.923217974474708
2393,10.915301638968653
5069,10.913733739781335
592,10.910054994471196
2537,10.90200546367861
246,10.901189137485433
247,10.899869042683855
2944,10.898891434581383
357,10.894210091113038
4367,10.890987212827458
5423,10.885822757544446
570,10.881892745829795
3314,10.871827494828066
4942,10.868245753261546
5047,10.863569093244898
1124,10.863487375228775
4570,10.859797893651313
1734,10.85721291534318
3443,10.854032141931468
2594,10.849667931565275
5389,10.844440056003346
2614,10.84418236591236
3872,10.842320647500753
1009,10.839709361673384
3379,10.839330462352185
5679,10.829373526136346
3580,10.829267800555398
3778,10.827440489102038
4081,10.808589906354234
4349,10.799581346233335
890,10.798039881358344
3644,10.795410036876625
5132,10.789624991554552
4232,10.781294472990258
1980,10.780363741582827
4591,10.779228336667023
3749,10.779131082262825
5045,10.778941787692867
2357,10.772097099761824
656,10.770434578384727
2302,10.768827823194444
4135,10.767821652675435
4014,10.765791409184912
5969,10.760295579244644
3208,10.758723466640676
4100,10.75378444603289
5252,10.752021045518573
4147,10.74242326262345
1764,10.741835711702505
3128,10.737880204045796
1211,10.735507160005572
1288,10.731307895237046
5518,10.729886097408365
1725,10.726928959949092
1832,10.724883545095766
4796,10.722555905900471
2776,10.72085204507165
5388,10.717186437770984
853,10.716880670657254
1315,10.716810751703946
1867,10.715597591599714
5304,10.710087283628797
2172,10.694393803470843
3122,10.691663334086625
324,10.689592466844068
1635,10.688682856842581
5814,10.68451127017518
4631,10.681092667057175
5723,10.680559350960245
1411,10.67968946181582
3387,10.675992121694657
5534,10.675642026123958
5140,10.673796124845047
4686,10.673242189102615
1529,10.671958625146766
3045,10.67137438094187
2296,10.670130951567304
5302,10.669642683191688
24,10.667311908527191
126,10.663764578972252
2792,10.65705089074361
2628,10.652622929301637
649,10.651436265534915
1775,10.648434333432496
3753,10.644858489872275
1362,10.639823319757168
4076,10.63862167278999
3119,10.62956176824087
2426,10.624060338816456
746,10.62134865778581
1686,10.621264811620367
2120,10.619079595741765
3217,10.616249213326599
1743,10.614287126357063
2217,10.613852216213427
2360,10.60865526354104
530,10.59456830459348
4730,10.592577689935508
3037,10.585152997976827
5938,10.58499753961959
5536,10.584417856640453
2256,10.583828844435065
1320,10.582445448868432
185,10.576848708641135
2725,10.564590504098641
4108,10.559657036214698
52,10.556323689929359
95,10.554555138665995
5478,10.550849525873582
1727,10.549510385450244
3372,10.549152185807598
2772,10.547472668234596
1876,10.542740599751884
1400,10.541698213457366
1515,10.537895431655379
1049,10.531253053501485
4141,10.525120628286388
1300,10.524972328748897
1900,10.52327175707956
2269,10.522149274021801
3659,10.52169397172344
4754,10.520795168891958
256,10.519725271841756
5850,10.513075345337572
2270,10.504465437759007
3472,10.503435519915605
1465,10.501307834949948
3929,10.488196532274502
2559,10.486203497406574
4699,10.482302851153563
5881,10.482170305272772
933,10.480727813463226
1830,10.47947886711415
2950,10.47775673197157
4724,10.476868642531189
1132,10.470262974530566
4573,10.465663142395375
2967,10.458331242232868
2249,10.45628862830085
2215,10.446007175739439
3375,10.428120570689563
3098,10.42382778603699
1884,10.422632426732925
3278,10.414579739360377
4086,10.414470839259314
158,10.41347765110541
5060,10.410906327350853
2894,10.40787170314625
5242,10.404719721436015
2703,10.400260298761447
5384,10.398071130624386
5521,10.39552500714551
3302,10.390124613513295
5637,10.38743697532188
3123,10.386812463858885
3064,10.384278644337073
3885,10.382823023086093
2708,10.382526982757788
1357,10.376177879704667
5058,10.371854611850244
3148,10.371536202894298
5607,10.36964971773202
3150,10.36683595173496
1733,10.366038801871708
2207,10.358570688344399
3234,10.356475737304573
1742,10.355547807047982
1010,10.3495230718466
3515,10.347313366891957
1933,10.347158364155394
3746,10.345584659614506
3195,10.344939936166309
981,10.34274963753149
3283,10.342544141625241
1453,10.331078615969224
111,10.329628430501852
5147,10.328524411285393
3066,10.324402968211636
3557,10.32045092499905
3703,10.317524038849564
2561,10.315566307567316
5818,10.314979119290774
5815,10.314129130882053
2782,10.314023269161352
811,10.312244602256708
2471,10.310872285970728
5964,10.308866639766213
5453,10.30798607491834
234,10.307851924778912
4155,10.307242316631593
1491,10.307132508333957
2173,10.306073690663078
5949,10.305401499215698
5123,10.298960156435443
4074,10.298827577874098
3242,10.297560629500428
3366,10.297465436795449
3973,10.296772523502138
2836,10.29547609828662
1200,10.29484282668171
5171,10.290967895135102
2774,10.290016817523503
2545,10.289595267880248
1848,10.28342733953172
2048,10.279111694883392
949,10.275954556403612
1972,10.26746565864452
861,10.260809176078755
1260,10.257466535395752
3080,10.256261320403258
2713,10.253481985379029
1579,10.252773628816653
5676,10.251665454710087
3415,10.251170690997297
4111,10.248643240798561
3563,10.241740337782527
4906,10.240960275535555
3444,10.237614590600451
863,10.237304043716787
3857,10.232224339160338
3321,10.232174763429706
4225,10.229856347513442
4545,10.22590115998626
4384,10.224742508337476
1564,10.222168179100574
4348,10.221957440215304
4281,10.218061965875526
722,10.217613857364437
4034,10.216363737833783
3423,10.21156026116315
3246,10.209332037540067
2572,10.205987262474203
4874,10.202404084511132
5887,10.200400486356763
5202,10.193089697938447
1935,10.186667700671787
469,10.185551947867665
964,10.171465220656232
2811,10.167411628335996
1695,10.16700888474978
3852,10.159558100780924
3203,10.15757179502877
51,10.14605224225093
3466,10.141685175042774
1971,10.14056574615133
948,10.135897773930106
4833,10.134911731709954
4226,10.13148602147372
3420,10.126660571084976
3727,10.125754493741947
3434,10.119189010361946
2154,10.113119079557867
4972,10.111847665276427
2730,10.104889823562337
3759,10.104888850577156
3756,10.102460467111502
1144,10.099721995167451
2855,10.097696528797693
2461,10.097164653201862
5320,10.092014335997451
5892,10.085829026625923
1505,10.082868100698933
1593,10.079213869744699
5053,10.076061512023529
4800,10.073116721348686
5452,10.068952869396966
647,10.063822392661157
3687,10.06303871218951
5223,10.062729052280257
3588,10.062249631029268
3104,10.061101576753053
4021,10.058886286352767
4878,10.056149320105096
5972,10.049130798879569
3704,10.047328451049106
2327,10.046496954327718
4470,10.040087016026538
127,10.039261745683811
1651,10.034100119380309
5765,10.032436429532192
2096,10.027036448153112
4859,10.026447812305253
5701,10.025901960482683
710,10.025711513798965
3461,10.025494642352374
3849,10.01830905421982
4542,10.016551358366476
4301,10.016029453790901
3837,10.010719724306982
2216,10.008787085538005
830,10.008367254251477
2634,10.005890943739042
988,10.003947963108006
2911,10.002753046393009
4460,9.993335527969554
2488,9.99125943609743
2059,9.989380586492082
2005,9.977311215786138
2453,9.976647799325825
5793,9.974913952674614
2883,9.974669842992679
1458,9.97319956304056
1757,9.970975988748103
5805,9.970666020017251
1746,9.965003224052468
600,9.960246407102694
3354,9.959778042596009
3323,9.954245893993157
4024,9.95275770108808
2128,9.949989300092398
2773,9.949680329650606
2289,9.945170160761224
5131,9.94209493802956
1179,9.939882534221407
439,9.936424828800492
5446,9.929880576503393
2028,9.928663813856268
974,9.928275267988978
5368,9.927284939584808
5618,9.917654712000504
1712,9.916955696485514
1384,9.913871465051352
2433,9.913552491191648
1931,9.913346522219163
2608,9.91288705116354
2817,9.90853439793373
1206,9.905952483937352
5655,9.900234485433005
4869,9.899326530595376
3810,9.889543368433893
5255,9.881541060675318
3276,9.873813472136595
522,9.872454624301634
5328,9.869878582189049
3027,9.869555183959642
1653,9.867005888317864
5347,9.866807953998187
5475,9.861485170215554
1476,9.859975314292353
2925,9.858380168268
280,9.84966459228767
5563,9.840238011062048
4466,9.837290570173423
1803,9.835622213674267
909,9.831404292343858
633,9.828525981888458
2001,9.82669634194415
1954,9.826181372909124
675,9.824964495517529
92,9.822863904592266
1793,9.819362115133083
2006,9.80633920781123
4960,9.801268663663102
211,9.800713120230661
5535,9.799629482966713
3869,9.794356483212248
449,9.77902355483605
4342,9.778129528798342
1618,9.777884497110222
2486,9.776413704818168
4550,9.775059271145288
2462,9.77153664051914
3711,9.767955642197592
1918,9.761414928391028
5661,9.758786622337857
3621,9.756978280019098
48,9.748703326590539
1416,9.744195595807124
4633,9.741834911816937
650,9.734606428568242
4738,9.733574220858555
518,9.729979029311645
1293,9.728403830226355
5880,9.727574852562794
1719,9.726838800878873
2457,9.72481200507717
368,9.723879950312025
1930,9.723705204052912
2251,9.72250260403795
1330,9.72103474586395
4636,9.713880026534968
2494,9.713228775265812
1833,9.71177021273059
1022,9.710048205996372
3238,9.708769426744958
1220,9.706743602401348
1518,9.69775508957188
4087,9.691628833731432
5631,9.690916658369922
424,9.69062387447224
4844,9.688446181915719
80,9.682384430370357
4387,9.675749547765067
5330,9.675594916478174
3087,9.669106002708482
5783,9.667822442068514
3170,9.66220420102363
2074,9.658259991092153
5708,9.658254284519327
1994,9.655065893101277
1905,9.651036447648842
5366,9.648618873307662
2275,9.644288762926394
1208,9.636891570006805
1809,9.632028220445314
1892,9.622937532730433
2351,9.619724468519053
2921,9.619331236892517
3127,9.619181655892078
3406,9.610442168992849
3600,9.60986724364897
2790,9.604377862263306
5855,9.60406214505439
5823,9.598751316767975
5658,9.591796775246111
5174,9.591710809974382
4599,9.588550460811474
1949,9.587415840279117
2533,9.586808248889508
1222,9.58542535515158
4062,9.582504441763348
3359,9.57916141658069
2636,9.577679394998146
2616,9.574992129724455
2315,9.573301605042726
3006,9.568876234225916
2647,9.566030359826831
503,9.564666936953397
3342,9.563072336471182
323,9.560278138949302
3059,9.558046489991368
3658,9.557270430072709
1799,9.55725205424982
4702,9.551154652256967
970,9.550261984317833
4270,9.548504710342094
1193,9.537228609595346
638,9.536502437237887
3508,9.532319650196532
4157,9.530200505380407
5222,9.527407363203029
4045,9.519027760806944
3460,9.519015195967409
3650,9.518069446575456
3230,9.514956004203462
5999,9.513849900551566
4676,9.511651233546702
4575,9.503441782856624
4311,9.49871218943812
4295,9.49795976157164
290,9.494701189753302
333,9.49300127987362
4179,9.489122615664614
2750,9.480524730814926
4946,9.479824793591197
4213,9.476425523347327
5859,9.476322145892093
4820,9.474545433334127
3924,9.474478725958457
2795,9.470555684507932
2624,9.469834095276296
2723,9.469243448837107
4425,9.463685337851606
5009,9.458900137573943
5440,9.45243914176579
5605,9.451432100218032
5695,9.45056627700993
2915,9.443932964732909
5526,9.442650274849088
455,9.441551634254202
2818,9.439117446848256
5873,9.422068736755318
125,9.420231593233364
1236,9.417794827366953
3780,9.414854939917612
2746,9.413468646730347
1751,9.411782517960665
2779,9.408982628304129
5962,9.408576745364103
5572,9.405463182950129
4008,9.404131613537192
1023,9.400535775462505
5197,9.398096648443527
3163,9.397935950738738
1906,9.397155409816415
2786,9.392279642212703
5349,9.392166541542657
589,9.389366908501042
2745,9.38863869149024
1026,9.387410188181844
5594,9.385513239617133
4921,9.384366410216881
1309,9.383935874400615
4839,9.381933927923551
3309,9.379356527135174
4167,9.378818880285577
3073,9.378361843284589
3500,9.377976937923249
4375,9.36980658840407
4901,9.368385805229485
534,9.365887531737293
5541,9.363865063184345
3901,9.363390182741673
2903,9.356086864786382
4245,9.350841413552502
938,9.340680484786109
1012,9.334557339429647
2153,9.334091338300183
2560,9.333724130243953
2803,9.333464344431261
4451,9.327081307272362
2414,9.325050835259407
1241,9.324050054035911
3271,9.322312740433622
5411,9.322283832785027
3023,9.320826016389216
778,9.320016856673806
885,9.318888223811864
4593,9.316589866310514
2578,9.315626413047925
166,9.304231725195637
381,9.303309611451766
3790,9.30016931945169
3679,9.29912482394111
3503,9.296456388807306
652,9.290511754646522
4354,9.288207398924868
1335,9.286796104730477
4534,9.283697888898349
4163,9.2805563491531
4464,9.278184856624065
2739,9.276255471686282
177,9.272708802885534
1270,9.267160799225492
4434,9.265583802547889
2590,9.265020185630068
5474,9.264330330352646
1230,9.257595846782753
5875,9.249993340749448
4963,9.248552705566487
3772,9.24500524950801
157,9.242646497792967
2587,9.241661326734878
3835,9.240071301094094
1966,9.232725632825028
1644,9.231534910025111
4979,9.230636724716197
4475,9.229263747024978
4388,9.229088750626355
740,9.220923651275813
1439,9.220199196434898
2137,9.219528857659494
646,9.216366692759456
2535,9.212527145654452
4458,9.211989551390046
5052,9.210053272263668
5138,9.209718940745255
585,9.20501150566963
692,9.203593199006836
1177,9.201996677441434
4965,9.197669809986275
3327,9.185573650139593
3479,9.185006398525099
1767,9.17819804373269
5746,9.174945044911825
2123,9.174470983757267
2095,9.172155022771822
1201,9.17033373239315
2895,9.166748271388375
1977,9.16272230423747
3496,9.161457073286332
4036,9.160972102017686
4589,9.158558286725725
1672,9.154278391622908
3855,9.151357598961631
1216,9.150263440146096
538,9.149861531664643
867,9.14972978066935
2707,9.148516420498094
3209,9.146786950994425
4811,9.141766388025419
1768,9.140547165804971
1668,9.139361155601545
1620,9.132369164808258
4717,9.131892433802204
226,9.131393031072037
1430,9.128303865190285
5392,9.125539854209634
5234,9.121355452350544
1162,9.116784081326392
1041,9.114086745224245
714,9.110097778180638
1440,9.109992571299125
1395,9.108563120125421
2522,9.094148764687164
1676,9.093717343529836
4823,9.09070931449952
21,9.082291318535672
2314,9.078944257170615
3331,9.076874810979763
3908,9.0762969899896
639,9.076176141634406
2401,9.07614703806629
4173,9.075483492622366
5677,9.071898448914196
436,9.070683569584043
4183,9.067807255431223
3400,9.06461711386673
4448,9.06045356302804
1187,9.059596420469546
1149,9.059032420056045
5091,9.05607182691995
3843,9.045936304685034
3025,9.04558900738435
1130,9.045582460382258
2973,9.044430926937054
2266,9.043232062250395
2510,9.043175617973253
1988,9.037924304959532
3297,9.034471847739857
1598,9.034459071402424
11,9.032667999729702
3714,9.032552072767276
4035,9.031266850544752
5321,9.027726886345468
3902,9.026746320736637
3617,9.023938284725785
1030,9.022871136152057
729,9.01469680396514
2920,9.010356884052323
2821,9.010120645617302
4468,9.009966163363616
5208,9.009829498911884
2017,9.00290058073063
1921,9.000664336968066
1716,8.998704494305883
3034,8.998551873100082
3136,8.998419497565326
3812,8.996643024045035
2602,8.994522938572645
1699,8.994011452342814
392,8.992268301723728
1214,8.990313724759947
703,8.986129071209765
494,8.985283733657884
4892,8.98299021926055
2452,8.982188926152476
180,8.980672864750389
3719,8.979954957324518
1223,8.978294091347497
1217,8.976183585141035
1750,8.975315716184701
4888,8.973322966086931
2121,8.969005861210308
3970,8.961375245095061
1567,8.961318584037562
4614,8.960602351434858
3172,8.960059956472426
5581,8.957779070863854
3426,8.95486362527949
191,8.95483263003207
3903,8.953043626020106
2657,8.950830270829782
2527,8.948903895604463
4825,8.94569906974838
