,0
0,0.0360013888620979
1,0.15757172969793687
2,0.1533735961630942
3,0.27055409810239356
4,0.11195177533206013
5,0.14493205304555626
6,0.050557887614100405
7,0.39745018555788825
8,0.03156913049166842
9,0.28054120909413643
10,0.055133746471648266
11,0.18632659498847687
12,0.04864668539582156
13,0.10842628832529456
14,0.11991363558828505
15,0.14191324814829628
16,0.03550690073774379
17,0.20243174158219382
18,0.30403450462077514
19,0.03911035668464247
20,0.263319881512962
21,0.12313829623638618
22,0.17825333096466958
23,0.04365924873380161
24,0.1808447123915989
25,0.12879409924371613
26,0.11646514500055376
27,0.20020561930175568
28,0.21446018278458923
29,0.42078985253924556
30,0.11932782575744785
31,0.3154794763530591
32,0.2601432297792895
33,0.12219693122169585
34,0.17925660378351593
35,0.17144308093358693
36,0.16558466112535816
37,0.2550099017685399
38,0.15892189905736778
39,0.23716783087088295
40,0.024700000000000166
41,0.07697960768930891
42,0.07931027676158915
43,0.1792256957023732
44,0.09020648535443543
45,0.07742254193708704
46,0.9371813751883895
47,0.47312527939225524
48,0.1416448022343213
49,0.053555671968522185
50,0.04610097612849484
51,0.11812404496968405
52,0.2946497072796781
53,0.14188622202314105
54,0.02663099697720658
55,0.19125775801258224
56,0.3640227740128356
57,0.05558866790992588
58,0.48352532508649176
59,0.1677898983848545
60,0.037400534755536195
61,0.13690471138715424
62,0.25805040205355223
63,0.13292106680282056
64,0.2488228486293011
65,0.017907540311276546
66,0.1259244614838594
67,0.13958140993699716
68,0.27926569785779315
69,0.06055617227005011
70,0.08582988989856641
71,0.026177280225416263
72,0.04649171969286646
73,0.17228827586344977
74,0.06429191239961723
75,0.2728637205639475
76,0.11442246282963907
77,0.18537133003784656
78,0.8737820780949892
79,0.40885377581722365
80,0.10289475205276519
81,0.24621382983090098
82,0.08722528303192889
83,0.0853034583120758
84,0.05609179975718347
85,0.05743587728937339
86,0.10428748726477162
87,0.10256568626982451
88,0.2713016218160145
89,0.15860696706008792
90,0.2395083505851097
91,0.20854855549727547
92,0.11057603718708674
93,0.11582788956033045
94,0.15437784815186376
95,0.3036149041137476
96,0.09650885969692166
97,0.1550329319854334
98,0.10247819280217656
99,0.22813197934528948
100,0.09140968220051879
101,0.06797801115066543
102,0.11398885910473977
103,0.038044710539048926
104,0.14309744931339574
105,0.09610020811631868
106,0.05556662667465073
107,0.045200995564258044
108,0.15104601947750929
109,0.08241389445961105
110,0.10580075614096561
111,0.2972294231734144
112,0.14184798200890902
113,0.24010408159796032
114,0.27113409966287777
115,0.38436686901969047
116,0.07715607558708512
117,0.0921468935992948
118,0.027342640691783472
119,0.2072780740937161
120,0.025383656159032816
121,0.07853438737266603
122,0.19250584406713425
123,0.1941226674038857
124,0.5475038721324268
125,0.1496019050680837
126,0.21704665397098347
127,0.1259033359367413
128,0.021734994824014944
129,0.07105328986049762
130,0.13098583892925175
131,0.14805799539369716
132,0.06688931155274447
133,0.15223225676577187
134,0.17925808210510338
135,0.39736142238521266
136,0.10863447887296203
137,0.16829595954745913
138,0.1029619832753821
139,0.1130347291764795
140,0.4591423853228977
141,0.046712418049166135
142,0.9235581844150383
143,0.09784503053298158
144,0.005772347875864843
145,0.3280924564814007
146,0.20602973086426005
147,0.21472703602481047
148,0.194682947378551
149,0.24119224697323874
150,0.08837578853962211
151,0.040100498750015555
152,0.06750007407403343
153,0.2998780585504717
154,0.2119352731378147
155,0.4296905863525522
156,0.131893896750381
157,0.2270956846793888
158,0.2592308044966879
159,0.23387622794974258
160,0.09006802984411284
161,0.38238917348690704
162,0.08239235401419238
163,0.05234739726099169
164,0.027539244724575
165,0.0997561526924523
166,0.1503804508571513
167,0.08553461287689257
168,0.1780542894737439
169,0.07455823227518311
170,0.24316317566605386
171,0.15178965709164785
172,0.014142135623730649
173,0.24469842663981298
174,0.06616532324412862
175,0.08724093076073883
176,0.2719353048061242
177,0.16018870122452422
178,0.19925855063208794
179,0.22647218372241704
180,0.12484366223401085
181,0.0472307103482476
182,0.10829095068379291
183,0.25330238846090686
184,0.19561863408172542
185,0.15246147054256015
186,0.17086231298914403
187,0.1449221860171868
188,0.266676001919933
189,0.2692282303177004
190,0.06944465422190446
191,0.09286635558694022
192,0.09338094023943007
193,0.2683961437874997
194,0.025131852299422552
195,0.09811060085434196
196,0.15830053695423635
197,0.46439807277808687
198,0.28869641494137144
199,0.29281014326692956
200,0.23830232898568113
201,0.07092143540566584
202,0.07610972342611659
203,0.08625010144921645
204,0.19664274713296684
205,0.07945740997540693
206,0.07377838436832346
207,0.08702666258107436
208,0.3469193710359801
209,0.023170886905770374
210,0.06958484030304328
211,0.12240363556692248
212,0.07990757160620063
213,0.08372843005813407
214,0.18344808529935655
215,0.13416892337646538
216,0.06348495884853417
217,0.08285372653055509
218,0.13829316685939355
219,0.16187353088136502
220,0.1810416802838511
221,0.02040245083317183
222,0.3049002623809956
223,0.21697617380717138
224,0.30254085674500386
225,0.43678609181154116
226,0.17954110949863314
227,0.13247195929705172
228,0.15998312411001342
229,0.13765376856446815
230,0.009323089616645535
231,0.15331161078013786
232,0.16040773048703102
233,0.09868779053155492
234,0.12152053324438661
235,0.3413513878688656
236,0.053597761147271654
237,0.2095687953871001
238,0.11480195991358273
239,0.21867171742134422
240,0.1489141027572608
241,0.21745778900743
242,0.014418391033676238
243,0.12611391675782613
244,0.14089087976160777
245,0.11831246764394593
246,0.20310903475719594
247,0.18921810167106107
248,0.07273053004069187
249,0.16875556287127255
250,0.2736026315662915
251,0.06248279763262901
252,0.25415202143599036
253,0.22301401301263638
254,0.2028699337013734
255,0.36873866084260787
256,0.20484328155934253
257,0.22364098461596832
258,0.3355350503300667
259,0.33286108213487525
260,0.16282039184328131
261,0.21474086709334092
262,0.1479354589001574
263,0.2010465866410072
264,0.16866312578628528
265,0.05618941181397054
266,0.06360699647051427
267,0.09565615505549037
268,0.12010815958959734
269,0.03380177510131739
270,0.09147174427111388
271,0.2863006287104521
272,0.04165597196081317
273,0.14440322018570098
274,0.1425808191868737
275,0.07277650719840865
276,0.12750098038838853
277,0.1931069392849455
278,0.17320233832139806
279,0.07319631138247376
280,0.12749933333159014
281,0.3833550443127108
282,0.4134294740339634
283,0.08246562920392905
284,0.17734768112383054
285,0.0420743389728234
286,0.15428146356578307
287,0.1349635876820113
288,0.18836905265992954
289,0.1290862115022354
290,0.12943929078915659
291,0.27388234700323355
292,0.30336067642329656
293,0.014120906486482503
294,0.09980661300735534
295,0.17793324590980666
296,0.041951519638745265
297,0.1218846175692408
298,0.056120673552621944
299,0.10457150663541177
300,0.06444004965857758
301,0.051265290401985006
302,0.07520538544545835
303,0.02796301128276455
304,0.10100400982139307
305,0.028431848339495355
306,0.08995159809586513
307,0.24917738661443625
308,0.19743034214628674
309,0.25236077349699243
310,0.09566200917814814
311,0.3769790047204219
312,0.1531786538653482
313,0.06388591394039844
314,0.3393896433304938
315,0.1324925658291832
316,0.31993000797049437
317,0.30193035620818204
318,0.12734037066068254
319,0.14427196539868706
320,0.0681046988099934
321,0.2019200089144208
322,0.11652707839811417
323,0.39846180494496597
324,0.11455243340933441
325,0.17925540438156956
326,0.06257611365369382
327,0.38034050533699404
328,0.0894320971463818
329,0.7299101999561314
330,0.05211237856786033
331,0.09101785539112628
332,0.09142543409795695
333,0.09643702608438305
334,0.4299883254229115
335,0.30365350319072487
336,0.23805230517682457
337,0.3182200025139846
338,0.21545533179756762
339,0.15242657248655875
340,0.12867229694071658
341,0.06489291178549497
342,0.04803134393289311
343,0.18651182268156605
344,0.1658821268250447
345,0.08984430978086433
346,0.1536522046701577
347,0.12624044518299252
348,0.22947461733272306
349,0.0677803806421889
350,0.10439406113376334
351,0.07934859797123092
352,0.36294352177714917
353,0.16686656345715234
354,0.11572125993092161
355,0.05260313678859836
356,0.1691227364963096
357,0.11167940723338451
358,0.20656819697136264
359,0.1845839917219256
360,0.44150191392563753
361,0.06683008304648391
362,0.12339238226081826
363,0.03319051069206374
364,0.1587674084943121
365,0.11818447444567368
366,0.10279499015029792
367,0.6044834571764534
368,0.13375399059467452
369,0.03694766569081243
